689 9408
23 13 14
23 169 19
23 175 6
23 189 9
23 280 11
23 315 21
23 333 15
23 338 18
23 396 17
23 411 21
23 468 12
23 479 4
23 538 15
23 559 8
23 618 5
23 647 11
23 668 6
23 681 22
24 6 19
24 34 7
24 87 9
24 117 13
24 155 18
24 192 8
24 255 12
24 290 7
24 318 8
24 378 2
24 416 2
24 448 3
24 484 15
24 576 15
24 668 21
25 14 15
25 38 17
25 69 8
25 164 6
25 264 3
25 356 19
25 379 22
25 380 23
25 464 2
25 465 20
25 502 14
25 528 3
26 9 18
26 10 18
26 39 8
26 371 10
26 427 8
26 492 14
26 521 12
26 605 14
26 617 3
27 81 20
27 247 19
27 287 9
27 316 21
27 453 20
27 501 11
27 502 23
27 576 6
27 597 19
27 678 20
28 144 14
28 145 13
28 170 22
28 247 13
28 297 9
28 368 17
28 379 11
28 519 8
28 589 12
28 596 1
29 26 15
29 77 15
29 83 13
29 121 3
29 216 22
29 283 22
29 441 10
29 606 7
29 615 11
29 619 18
29 645 9
29 647 1
29 673 13
29 675 11
30 24 15
30 44 10
30 187 15
30 303 9
30 381 15
30 384 11
30 519 5
30 635 5
30 653 17
30 661 20
30 668 11
31 26 2
31 83 8
31 106 15
31 148 3
31 157 19
31 215 16
31 318 11
31 333 10
31 473 5
31 560 7
31 574 3
31 591 20
31 615 11
31 649 3
32 35 1
32 87 5
32 158 5
32 289 1
32 296 17
32 308 15
32 321 10
32 377 20
32 515 1
32 552 18
32 558 11
32 611 11
32 632 16
33 66 9
33 83 21
33 94 13
33 181 19
33 297 22
33 374 20
33 462 11
33 474 18
33 528 9
33 584 20
33 602 22
33 652 13
33 666 18
34 12 5
34 46 9
34 62 14
34 351 15
34 379 11
34 390 9
34 432 19
34 465 15
34 599 9
34 606 13
34 609 23
34 624 18
34 688 9
35 114 23
35 170 12
35 359 14
35 448 4
35 505 22
35 564 16
35 659 1
35 663 11
36 93 6
36 120 16
36 217 1
36 234 10
36 239 4
36 277 9
36 296 6
36 362 2
36 448 15
36 456 17
36 522 7
36 546 23
36 586 1
36 633 15
37 126 4
37 159 9
37 171 11
37 242 12
37 248 18
37 279 17
37 361 12
37 366 6
37 369 19
37 381 5
37 432 12
37 500 3
37 525 3
37 528 10
37 667 19
38 58 20
38 84 14
38 111 1
38 228 7
38 244 14
38 255 4
38 306 10
38 326 16
38 344 9
38 382 6
38 425 8
38 480 2
38 486 6
38 500 1
38 520 2
38 543 20
39 88 5
39 120 5
39 121 1
39 133 16
39 153 16
39 271 11
39 379 21
39 440 21
39 470 7
39 490 20
39 534 3
39 553 9
39 564 22
39 581 6
39 613 4
39 686 12
40 97 19
40 107 21
40 112 18
40 116 3
40 206 1
40 222 22
40 244 13
40 328 3
40 334 21
40 429 14
40 446 21
40 478 3
40 524 14
40 562 17
40 637 16
40 658 18
41 37 21
41 81 17
41 104 5
41 114 13
41 127 4
41 212 2
41 232 4
41 270 4
41 307 21
41 443 1
41 602 13
41 654 13
41 673 6
41 674 10
42 19 2
42 26 19
42 57 2
42 68 13
42 109 15
42 128 19
42 197 11
42 267 4
42 279 22
42 383 2
42 399 17
42 403 13
42 554 4
42 577 8
42 590 6
42 620 14
42 655 19
43 22 20
43 26 1
43 29 17
43 41 3
43 57 21
43 116 19
43 123 7
43 140 2
43 153 10
43 249 1
43 264 8
43 295 17
43 325 6
43 405 11
43 419 12
43 453 18
43 486 12
43 506 18
43 518 10
43 569 8
44 62 23
44 64 7
44 152 23
44 297 1
44 336 1
44 339 6
44 344 5
44 407 2
44 463 6
44 482 18
44 522 20
44 583 2
44 610 12
44 636 14
44 685 22
45 69 9
45 74 3
45 107 5
45 135 10
45 192 6
45 280 5
45 324 11
45 336 16
45 341 4
45 369 22
45 379 4
45 485 16
45 488 10
45 506 22
45 546 19
45 582 11
45 605 21
46 18 2
46 39 4
46 204 21
46 247 2
46 295 10
46 340 19
46 378 3
46 396 9
46 421 7
46 465 17
46 468 4
46 499 18
46 504 1
46 570 2
47 38 4
47 126 20
47 146 6
47 179 7
47 332 2
47 363 4
47 404 18
47 407 18
47 421 2
47 424 16
47 448 15
47 481 17
47 543 19
47 571 7
47 625 12
48 165 7
48 191 4
48 287 7
48 334 4
48 369 19
48 426 9
48 538 7
48 629 14
49 25 5
49 97 15
49 103 21
49 161 15
49 180 19
49 244 9
49 322 9
49 333 20
49 340 6
49 352 5
49 473 20
49 537 13
49 546 1
49 622 23
49 657 1
49 672 12
49 684 18
50 116 16
50 186 20
50 244 11
50 291 5
50 331 4
50 402 16
50 558 5
50 562 7
50 579 23
50 592 9
50 684 2
51 23 2
51 32 15
51 150 10
51 307 23
51 308 7
51 322 1
51 323 15
51 329 2
51 486 9
51 524 17
51 533 15
52 4 15
52 51 22
52 102 11
52 220 21
52 281 16
52 283 5
52 284 21
52 312 4
52 346 22
52 365 7
52 548 17
52 562 4
52 601 11
52 625 20
53 2 13
53 39 16
53 128 4
53 150 6
53 215 18
53 305 22
53 318 7
53 377 9
53 434 2
53 553 1
53 565 9
53 601 2
53 645 9
54 29 4
54 32 5
54 61 2
54 103 19
54 129 19
54 176 17
54 200 6
54 239 10
54 292 9
54 317 4
54 321 7
54 364 6
54 394 3
54 416 7
54 449 23
54 490 23
54 539 17
54 643 19
55 54 12
55 94 3
55 102 16
55 227 18
55 262 20
55 265 9
55 333 18
55 409 6
55 423 10
55 436 18
55 470 14
55 505 12
55 520 3
55 682 12
56 132 16
56 157 22
56 159 7
56 161 5
56 297 15
56 361 6
56 389 14
56 551 1
56 609 10
56 674 14
57 64 23
57 365 6
57 393 20
57 640 22
58 11 5
58 103 7
58 168 12
58 350 10
58 581 10
59 71 21
59 139 4
59 232 6
59 245 6
59 271 16
59 353 5
59 407 16
59 444 4
59 446 13
59 455 21
59 469 1
59 487 1
59 588 7
59 662 22
59 685 1
60 5 5
60 9 13
60 93 6
60 169 18
60 202 7
60 223 9
60 232 2
60 256 1
60 290 8
60 303 21
60 482 22
60 490 12
60 619 21
60 629 4
60 631 22
61 10 7
61 79 2
61 241 19
61 286 7
61 338 1
61 372 5
61 496 5
61 497 16
61 557 9
61 613 17
61 685 7
61 686 9
62 5 11
62 14 7
62 87 1
62 91 5
62 110 11
62 151 7
62 193 5
62 257 22
62 296 14
62 320 13
62 350 23
62 448 14
62 506 21
62 554 14
63 57 6
63 78 3
63 159 12
63 192 4
63 229 18
63 365 12
63 453 5
63 482 14
63 522 18
63 561 5
63 578 18
63 633 23
64 52 15
64 208 20
64 286 10
64 297 15
64 358 5
64 359 15
64 385 22
64 421 22
64 555 19
64 661 9
65 7 6
65 45 23
65 92 8
65 109 19
65 111 7
65 376 1
65 395 3
65 640 4
66 19 9
66 85 2
66 87 23
66 129 20
66 146 5
66 164 18
66 230 2
66 300 9
66 336 2
66 385 20
66 424 8
66 522 13
66 543 13
66 616 16
66 627 10
66 653 16
66 667 7
67 14 8
67 56 1
67 100 5
67 122 7
67 240 20
67 280 8
67 323 12
67 431 13
67 474 9
67 524 1
67 568 19
67 646 9
67 679 20
68 49 16
68 88 11
68 153 21
68 276 10
68 303 1
68 355 3
68 368 4
68 448 3
68 554 5
68 559 5
68 586 16
68 628 6
68 672 11
69 18 5
69 97 21
69 137 20
69 138 14
69 178 5
69 187 22
69 218 15
69 272 3
69 296 22
69 330 5
69 333 10
69 383 4
69 475 17
69 549 18
69 598 21
69 629 7
69 680 21
70 4 17
70 29 16
70 70 8
70 73 8
70 80 2
70 82 9
70 256 4
70 290 22
70 301 11
70 512 9
70 558 20
70 587 3
70 666 8
71 62 8
71 67 1
71 114 6
71 284 21
71 357 14
71 431 4
71 469 19
71 487 5
71 523 6
71 682 11
72 111 9
72 127 10
72 161 14
72 194 20
72 300 4
72 432 11
72 433 20
72 439 1
72 633 21
72 685 12
73 31 3
73 231 6
73 236 8
73 258 11
73 294 9
73 356 6
73 398 21
73 433 11
73 462 3
73 465 17
73 510 13
73 615 10
73 648 17
74 20 18
74 38 7
74 117 1
74 141 21
74 228 20
74 263 23
74 288 20
74 301 1
74 317 2
74 365 6
74 432 15
74 474 21
74 630 4
74 663 19
74 682 17
74 687 4
75 4 11
75 88 23
75 93 23
75 101 16
75 105 7
75 110 10
75 143 18
75 410 12
75 461 1
75 472 23
75 522 8
75 539 11
75 585 12
75 637 17
76 5 4
76 35 23
76 98 18
76 116 22
76 153 14
76 185 8
76 308 21
76 312 10
76 403 8
76 423 22
76 445 10
76 501 16
76 559 14
76 606 13
77 16 6
77 45 1
77 68 10
77 70 16
77 98 23
77 123 10
77 221 2
77 328 23
77 335 13
77 357 19
77 386 6
77 403 14
77 531 12
77 607 13
77 663 1
78 10 17
78 74 1
78 75 22
78 81 16
78 114 12
78 207 20
78 214 6
78 268 19
78 293 11
78 305 10
78 311 20
78 323 9
78 359 13
78 373 7
78 472 22
78 532 2
79 32 12
79 49 17
79 160 5
79 251 4
79 298 16
79 417 8
79 433 5
79 502 16
79 569 21
80 119 17
80 158 21
80 234 5
80 270 23
80 281 4
80 318 5
80 348 16
80 394 4
80 478 20
80 520 3
80 542 15
80 549 10
81 31 8
81 42 4
81 152 20
81 238 11
81 432 1
81 491 23
81 523 17
81 591 7
81 595 15
81 610 12
82 30 18
82 37 8
82 161 17
82 181 15
82 275 18
82 476 1
82 482 13
82 498 4
82 635 15
82 637 6
83 4 18
83 44 19
83 77 5
83 81 21
83 114 18
83 167 15
83 169 2
83 319 8
83 369 17
83 382 10
83 383 18
83 551 18
83 596 14
83 642 8
83 658 23
84 6 14
84 79 7
84 111 16
84 211 14
84 271 16
84 292 5
84 298 2
84 299 23
84 331 15
84 384 16
84 617 11
84 632 15
84 670 5
85 81 14
85 114 1
85 140 4
85 248 8
85 314 19
85 325 3
85 331 6
85 494 7
85 526 17
85 549 1
85 665 15
86 62 4
86 115 10
86 213 9
86 308 15
86 318 23
86 324 10
86 420 14
86 448 7
86 610 11
86 642 7
86 656 20
87 13 3
87 49 5
87 58 21
87 84 19
87 191 19
87 194 7
87 208 7
87 313 4
87 334 5
87 338 20
87 347 4
87 486 9
87 515 5
87 519 17
87 566 5
87 599 4
87 604 23
87 677 15
88 12 21
88 48 14
88 289 18
88 293 7
88 311 16
88 404 9
88 475 1
88 476 3
88 506 17
88 557 7
88 620 13
88 662 23
89 31 4
89 34 9
89 178 4
89 194 18
89 235 4
89 261 22
89 305 19
89 342 10
89 443 2
89 467 23
89 475 7
89 510 23
89 523 2
89 573 5
89 578 16
89 657 6
89 680 2
90 16 15
90 58 14
90 123 22
90 176 23
90 187 2
90 212 22
90 252 15
90 446 5
90 476 22
90 496 11
90 588 21
90 654 6
90 664 17
90 672 14
91 38 3
91 113 2
91 249 11
91 284 14
91 298 6
91 421 9
91 452 9
91 511 9
91 609 4
91 625 9
91 639 9
92 9 20
92 137 4
92 140 13
92 226 12
92 306 4
92 342 8
92 386 4
92 387 17
92 397 6
92 422 3
92 462 19
92 470 5
92 478 11
92 528 17
92 580 20
92 639 22
93 22 14
93 34 2
93 40 15
93 204 4
93 233 21
93 239 11
93 297 14
93 337 12
93 348 16
93 367 16
93 383 20
93 459 18
93 485 13
93 520 22
93 560 4
93 631 10
93 660 20
94 26 16
94 29 15
94 32 23
94 41 18
94 83 18
94 97 10
94 185 23
94 272 14
94 303 22
94 322 21
94 327 19
94 403 15
94 433 18
94 603 17
94 648 5
94 679 13
95 25 2
95 90 2
95 110 5
95 141 6
95 169 9
95 216 16
95 222 21
95 228 18
95 229 6
95 231 10
95 245 8
95 306 22
95 354 13
95 379 11
95 384 18
95 408 22
95 554 2
95 596 11
95 648 16
95 679 14
96 46 20
96 50 16
96 115 21
96 117 13
96 130 7
96 133 16
96 178 4
96 234 18
96 264 3
96 278 3
96 302 2
96 374 22
96 412 21
96 533 6
96 577 4
96 608 7
97 7 15
97 130 19
97 135 1
97 150 14
97 161 5
97 308 2
97 407 12
97 583 17
97 594 6
97 639 23
97 678 15
97 679 8
97 682 4
98 72 8
98 83 15
98 86 18
98 127 17
98 197 12
98 263 7
98 633 17
98 645 22
98 661 4
98 678 12
99 21 1
99 28 6
99 77 7
99 87 16
99 169 21
99 285 6
99 334 20
99 349 4
99 372 20
99 376 15
99 413 21
99 544 10
100 55 13
100 91 17
100 257 16
100 415 6
100 424 22
100 496 15
100 613 20
100 688 6
101 152 13
101 164 21
101 198 14
101 254 7
101 262 14
101 374 3
101 407 13
101 415 2
101 443 1
101 454 16
101 503 13
101 569 18
101 624 16
101 668 13
102 171 11
102 191 13
102 320 18
102 337 7
102 352 10
102 465 14
102 481 15
102 556 7
102 559 17
102 635 4
102 655 17
103 5 9
103 34 3
103 71 16
103 120 18
103 162 16
103 173 15
103 187 7
103 194 14
103 196 6
103 204 7
103 288 21
103 419 2
103 483 19
103 511 22
103 549 2
103 554 5
103 649 5
103 676 13
104 53 20
104 86 11
104 96 23
104 115 3
104 126 5
104 141 23
104 159 12
104 278 12
104 280 8
104 368 13
104 391 6
104 409 11
104 429 6
104 431 8
104 490 7
104 565 15
104 577 19
104 599 23
104 611 1
105 12 19
105 66 7
105 75 23
105 210 2
105 226 4
105 237 1
105 248 14
105 264 20
105 265 19
105 270 19
105 435 18
105 468 8
105 576 9
105 662 6
106 37 2
106 178 12
106 191 4
106 207 18
106 231 17
106 317 16
106 395 3
106 479 6
106 500 15
106 536 7
106 561 6
106 672 22
106 681 14
107 3 14
107 155 12
107 192 7
107 213 14
107 350 7
107 402 13
107 406 13
107 409 3
107 432 10
107 445 7
107 525 16
107 534 23
107 545 2
107 572 5
107 575 18
107 638 4
108 64 8
108 264 17
108 277 22
108 298 13
108 324 14
108 350 16
108 370 6
108 458 6
108 546 18
108 618 6
108 629 14
108 640 19
108 677 5
108 684 13
109 63 9
109 110 18
109 159 18
109 246 15
109 302 3
109 337 1
109 364 21
109 416 9
109 542 3
109 544 7
109 561 16
109 585 13
109 587 7
110 8 11
110 47 17
110 48 18
110 58 14
110 86 1
110 117 5
110 242 12
110 269 13
110 328 18
110 330 22
110 335 19
110 421 18
110 464 16
110 491 18
110 519 8
110 597 11
110 625 22
110 666 14
111 42 13
111 44 10
111 89 8
111 128 21
111 135 12
111 241 9
111 269 18
111 282 21
111 489 5
111 532 2
111 576 7
111 619 17
111 647 2
112 9 17
112 28 11
112 113 19
112 170 8
112 196 5
112 210 17
112 214 13
112 224 18
112 226 11
112 242 11
112 248 7
112 286 5
112 321 21
112 328 1
112 384 7
112 448 2
112 478 16
112 591 20
112 634 9
113 10 2
113 21 5
113 27 6
113 54 8
113 80 7
113 89 1
113 115 5
113 123 5
113 231 19
113 253 11
113 374 22
113 403 20
113 559 4
113 649 3
114 43 9
114 72 5
114 76 1
114 85 2
114 161 12
114 224 18
114 262 6
114 331 16
114 412 18
114 435 5
114 437 13
114 463 12
114 561 11
114 562 9
114 600 4
115 3 7
115 32 17
115 73 23
115 219 5
115 233 16
115 234 7
115 302 5
115 320 16
115 363 5
115 430 10
115 475 5
115 525 9
115 545 2
115 684 18
116 6 6
116 15 4
116 54 20
116 77 5
116 135 21
116 173 15
116 179 16
116 259 16
116 321 21
116 336 8
116 351 4
116 451 2
116 518 15
116 521 16
116 574 6
117 6 17
117 93 13
117 104 6
117 106 10
117 124 12
117 163 11
117 261 2
117 340 12
117 356 15
117 361 12
117 402 16
117 450 18
117 470 10
117 474 18
117 493 19
117 525 22
117 597 1
117 601 16
117 611 18
118 19 5
118 192 14
118 305 10
118 361 14
118 365 23
118 417 1
118 536 15
118 557 3
118 577 19
118 638 23
119 81 12
119 292 1
119 303 16
119 482 2
119 538 6
119 546 19
119 586 7
119 650 10
120 59 15
120 79 13
120 263 2
120 267 20
120 411 22
120 578 13
120 599 6
120 603 17
120 683 9
121 49 4
121 50 17
121 54 18
121 113 16
121 135 15
121 161 8
121 196 19
121 212 5
121 243 7
121 268 19
121 400 19
121 403 4
121 434 14
121 443 19
121 501 15
121 517 14
121 682 11
122 64 10
122 128 13
122 156 1
122 364 17
122 383 23
122 411 15
122 437 6
122 463 1
122 484 11
122 492 4
122 625 7
122 636 10
123 4 20
123 26 15
123 196 8
123 235 7
123 301 10
123 347 23
123 354 21
123 432 11
123 458 18
123 523 2
123 524 12
123 610 7
123 669 15
124 88 15
124 120 20
124 174 10
124 180 23
124 188 4
124 217 14
124 304 10
124 312 16
124 373 8
124 416 3
124 442 15
124 491 22
124 526 2
124 537 9
124 546 3
124 574 5
124 604 16
124 614 7
125 56 19
125 172 1
125 249 14
125 327 19
125 329 10
125 457 7
125 477 17
125 499 15
125 594 18
125 661 12
125 667 3
125 682 1
126 73 20
126 167 11
126 196 14
126 199 6
126 203 10
126 367 17
126 375 14
126 384 19
126 398 9
126 606 15
126 614 15
126 625 1
126 629 14
126 655 10
126 665 9
126 677 10
127 28 9
127 109 18
127 133 16
127 189 4
127 271 19
127 343 23
127 374 22
127 460 22
127 567 23
127 578 9
127 579 13
127 661 11
128 110 15
128 175 9
128 202 5
128 287 11
128 371 19
128 380 18
128 412 11
128 470 23
128 559 5
128 577 18
128 578 12
128 581 14
129 4 9
129 74 4
129 139 8
129 153 16
129 190 7
129 191 10
129 267 3
129 298 15
129 348 5
129 406 12
129 424 18
129 560 17
129 567 6
129 643 11
129 652 15
129 663 5
130 21 13
130 66 22
130 91 10
130 130 4
130 137 7
130 209 14
130 234 15
130 288 20
130 389 3
130 458 19
130 524 19
130 559 7
130 615 13
130 651 7
131 10 14
131 36 21
131 71 4
131 94 21
131 179 14
131 186 11
131 212 2
131 247 10
131 413 2
131 430 23
131 471 21
131 474 14
131 475 16
131 564 3
131 577 18
131 590 7
131 603 2
131 648 1
131 676 5
132 28 11
132 79 5
132 97 6
132 123 18
132 210 13
132 226 2
132 233 20
132 245 8
132 263 20
132 435 21
132 437 20
132 556 3
132 610 11
132 687 11
133 20 1
133 73 3
133 110 1
133 174 11
133 230 4
133 249 10
133 320 6
133 332 3
133 385 2
133 432 19
133 521 18
133 529 21
133 545 7
134 11 18
134 13 22
134 56 8
134 82 23
134 85 3
134 91 6
134 140 22
134 151 15
134 172 18
134 257 23
134 263 5
134 269 19
134 272 19
134 293 2
134 302 9
134 437 15
134 579 13
134 604 19
134 648 9
135 63 15
135 83 20
135 177 19
135 204 18
135 244 23
135 355 19
135 468 14
135 476 1
135 550 8
135 648 8
136 82 22
136 111 15
136 358 2
136 361 14
136 375 22
136 383 18
136 394 11
136 447 4
136 461 16
136 513 2
136 564 15
136 579 9
136 598 6
137 33 4
137 42 4
137 67 2
137 93 12
137 117 13
137 138 14
137 241 7
137 307 21
137 311 22
137 318 20
137 326 11
137 354 16
137 415 20
137 418 6
137 425 23
137 479 14
137 498 13
137 546 7
138 36 6
138 42 21
138 115 2
138 152 20
138 241 19
138 268 14
138 281 1
138 301 16
138 329 6
138 344 2
138 391 1
138 500 15
138 573 1
138 575 4
138 580 12
139 2 2
139 13 15
139 43 18
139 175 9
139 199 16
139 260 10
139 313 7
139 363 12
139 412 20
139 414 16
139 447 2
139 529 19
139 585 15
139 597 16
139 629 2
139 648 15
139 656 15
140 2 23
140 19 17
140 55 11
140 57 12
140 70 7
140 217 11
140 265 5
140 382 6
140 405 6
140 428 22
140 624 14
140 627 1
141 150 3
141 253 20
141 281 19
141 333 11
141 400 14
141 402 5
141 421 3
141 431 23
141 442 5
141 483 9
141 492 13
141 532 21
142 56 10
142 96 2
142 132 6
142 135 19
142 201 4
142 357 21
142 425 11
142 426 3
142 438 8
142 511 15
142 611 14
142 645 14
142 649 20
143 15 12
143 18 13
143 56 2
143 80 5
143 85 4
143 97 19
143 123 7
143 141 23
143 280 15
143 306 17
143 396 7
143 536 13
143 654 14
143 665 7
143 678 17
144 19 22
144 220 13
144 248 8
144 250 2
144 267 15
144 293 8
144 345 21
144 364 12
144 409 5
144 432 2
144 465 8
144 476 12
144 500 16
144 561 15
144 589 19
144 604 12
144 671 4
145 47 8
145 193 8
145 209 8
145 218 11
145 270 3
145 292 8
145 345 4
145 400 17
145 428 18
145 474 11
145 502 6
145 510 8
145 547 11
145 564 17
145 565 23
146 28 23
146 76 1
146 118 2
146 215 8
146 230 2
146 249 22
146 301 13
146 341 6
146 361 23
146 367 20
146 404 11
146 408 9
146 453 12
146 509 23
146 641 15
147 45 9
147 75 8
147 174 22
147 575 16
147 601 12
148 11 1
148 24 17
148 25 10
148 147 12
148 150 5
148 202 20
148 216 11
148 306 13
148 402 7
148 405 4
148 442 6
148 451 23
148 581 22
148 616 7
148 672 2
149 174 23
149 200 22
149 416 14
149 418 23
149 423 15
149 508 11
149 586 4
149 661 1
149 682 22
150 27 4
150 53 15
150 69 7
150 100 5
150 109 13
150 148 16
150 170 16
150 245 7
150 267 3
150 288 19
150 347 12
150 438 7
150 527 15
150 535 23
150 536 13
151 11 15
151 39 20
151 94 19
151 105 9
151 122 12
151 156 19
151 161 10
151 184 6
151 227 18
151 317 17
151 478 5
151 536 9
151 541 21
151 573 2
152 11 9
152 93 13
152 133 5
152 158 17
152 160 13
152 208 9
152 209 6
152 238 5
152 254 19
152 265 7
152 277 1
152 283 14
152 312 18
152 315 2
152 362 23
152 369 11
152 407 14
152 445 14
152 560 8
152 580 3
152 605 16
152 679 19
153 38 22
153 63 2
153 146 1
153 149 16
153 194 13
153 222 22
153 234 1
153 283 10
153 434 1
153 457 4
153 484 23
153 503 22
153 600 20
154 85 12
154 88 8
154 93 20
154 178 11
154 256 20
154 341 20
154 346 11
154 364 4
154 497 14
154 523 6
154 535 3
154 569 2
154 624 14
154 645 11
154 649 3
155 6 16
155 41 3
155 94 15
155 104 8
155 109 22
155 154 10
155 158 17
155 175 11
155 322 2
155 363 12
155 374 20
155 450 2
155 494 15
155 529 19
155 602 18
155 636 5
155 666 8
156 48 2
156 64 1
156 78 12
156 134 15
156 251 20
156 271 16
156 281 18
156 301 5
156 326 22
156 420 21
156 462 23
156 487 12
156 671 8
157 16 19
157 31 21
157 68 10
157 243 10
157 271 6
157 278 8
157 308 19
157 483 22
157 594 12
157 607 21
157 650 4
157 679 9
158 3 16
158 60 18
158 143 21
158 159 10
158 187 23
158 262 22
158 352 5
158 414 17
158 426 10
158 501 19
158 508 8
158 535 3
158 546 8
158 557 6
158 586 1
158 626 5
158 658 22
159 49 12
159 76 6
159 105 17
159 175 9
159 214 9
159 264 3
159 347 8
159 414 11
159 494 16
159 515 1
159 529 22
159 547 13
159 570 4
159 573 1
159 595 22
159 647 16
160 17 22
160 58 3
160 163 15
160 173 20
160 241 7
160 372 2
160 480 7
160 495 20
160 512 3
160 519 3
160 545 4
160 661 8
161 24 3
161 126 2
161 173 6
161 201 8
161 218 1
161 257 16
161 377 10
161 430 9
161 522 19
161 549 18
161 572 13
161 599 5
161 610 12
161 630 12
161 633 17
162 42 15
162 111 12
162 145 9
162 157 7
162 167 10
162 184 11
162 361 15
162 413 1
162 425 12
162 428 11
162 515 7
162 578 8
162 597 13
162 599 9
163 70 5
163 103 15
163 120 5
163 169 23
163 174 14
163 230 6
163 273 23
163 291 7
163 337 15
163 409 8
163 415 19
163 472 3
163 541 15
163 559 23
163 604 8
163 621 3
163 654 10
164 105 23
164 206 8
164 221 18
164 229 23
164 244 18
164 290 23
164 305 15
164 338 12
164 434 11
164 508 19
164 593 18
164 594 12
165 40 2
165 53 20
165 117 16
165 160 16
165 186 18
165 188 15
165 296 1
165 312 23
165 376 8
165 401 7
165 412 8
165 435 9
165 612 19
165 675 5
165 677 23
165 682 18
166 15 12
166 79 2
166 280 21
166 340 5
166 393 4
166 423 15
166 450 5
166 501 15
166 554 8
166 594 13
166 622 3
166 678 18
167 77 2
167 115 14
167 291 6
167 297 3
167 315 4
167 332 15
167 434 19
167 509 21
167 617 23
167 688 13
168 6 14
168 73 1
168 161 19
168 164 15
168 191 10
168 201 8
168 213 19
168 227 9
168 346 2
168 353 2
168 433 5
168 447 22
168 490 6
168 513 8
168 527 7
168 591 4
169 3 22
169 16 9
169 17 10
169 117 1
169 216 3
169 282 11
169 354 8
169 365 3
169 537 14
169 570 11
169 650 11
169 662 3
170 61 8
170 134 5
170 140 15
170 233 15
