3617 54542
15 2040 14
15 2063 22
15 2235 21
15 2265 7
15 2462 4
15 2806 20
15 3018 15
15 3054 9
15 3123 12
15 3541 21
16 407 18
16 486 2
16 859 2
16 1064 22
16 1242 23
16 2125 6
16 2291 16
16 2309 9
16 2693 13
16 2826 12
16 3090 15
16 3273 2
16 3337 5
16 3464 18
17 235 22
17 353 2
17 804 18
17 834 18
17 1192 3
17 1790 8
17 1950 7
17 2163 16
17 2288 7
17 2391 21
17 2450 16
17 2635 4
17 2646 12
17 2661 2
17 2903 6
17 2964 23
17 3003 22
17 3044 23
17 3145 18
17 3308 17
17 3506 21
18 161 17
18 216 16
18 356 7
18 472 3
18 709 5
18 1673 12
18 1801 11
18 1857 23
18 2117 16
18 2449 6
18 2673 21
18 2715 17
18 2830 17
18 3283 9
18 3321 14
18 3344 2
18 3419 10
18 3530 23
19 117 2
19 1207 7
19 1796 10
19 1975 22
19 1994 18
19 2465 11
19 3174 4
19 3179 12
19 3259 9
20 75 3
20 542 6
20 664 20
20 761 17
20 799 17
20 902 12
20 933 17
20 977 13
20 1186 11
20 1612 5
20 1630 23
20 1646 10
20 1872 20
20 1922 22
20 2182 2
20 2477 7
20 2486 16
20 2797 10
20 2881 14
20 3127 11
20 3527 19
21 151 14
21 212 6
21 326 20
21 329 23
21 483 4
21 664 14
21 761 4
21 1010 7
21 1491 19
21 1576 12
21 1672 3
21 1696 19
21 2073 2
21 2381 13
21 2749 12
21 3123 14
21 3252 6
22 159 18
22 188 1
22 300 10
22 515 17
22 755 4
22 953 23
22 1339 16
22 1620 22
22 2084 6
22 2120 2
22 2318 3
22 2378 20
22 2402 12
22 2826 15
23 39 4
23 85 17
23 296 11
23 333 3
23 354 14
23 465 19
23 621 23
23 735 14
23 743 8
23 930 11
23 1020 10
23 1291 3
23 1735 7
23 1780 22
23 1819 8
23 2153 20
23 2441 4
23 2784 2
23 3166 14
23 3200 7
23 3318 19
24 73 11
24 376 6
24 472 5
24 531 10
24 1007 11
24 1097 6
24 1291 12
24 1411 1
24 1698 11
24 1763 20
24 1837 4
24 1907 21
24 2060 8
24 2227 23
24 2565 11
24 2892 20
24 2914 22
24 2978 18
25 156 4
25 416 4
25 418 4
25 509 7
25 601 10
25 668 19
25 710 14
25 758 23
25 805 22
25 1583 10
25 1726 13
25 2014 22
25 2340 5
25 2798 23
25 2908 4
25 2923 3
25 3469 3
26 301 8
26 911 2
26 977 8
26 1060 9
26 1797 12
26 2193 5
26 2367 12
26 2425 3
26 2660 12
26 2755 6
26 2846 7
26 2894 8
26 3112 4
26 3324 1
27 72 5
27 142 7
27 248 21
27 363 11
27 502 10
27 929 16
27 1198 19
27 1281 9
27 1368 8
27 2235 5
27 2431 21
27 2487 6
27 2737 3
27 3113 15
28 74 9
28 527 22
28 890 17
28 915 16
28 1011 23
28 1061 2
28 1138 1
28 1182 5
28 1409 23
28 1442 7
28 2452 1
28 2881 11
28 2978 12
28 3144 7
28 3391 12
29 24 9
29 89 1
29 377 10
29 670 16
29 808 21
29 882 21
29 1512 19
29 1729 13
29 2088 10
29 2132 5
29 2420 14
29 2937 8
29 3400 19
29 3537 19
30 251 4
30 392 10
30 782 4
30 1200 2
30 1501 21
30 1624 13
30 1767 18
30 1795 16
30 2246 8
30 2300 16
30 2339 15
30 2784 14
30 2796 16
30 2889 19
30 2933 19
30 2946 22
30 3173 7
30 3367 4
31 597 16
31 619 16
31 661 13
31 995 13
31 1008 7
31 1189 9
31 1480 19
31 1628 10
31 1803 13
31 2233 9
31 2960 11
31 3078 2
31 3374 21
31 3423 14
31 3587 12
32 415 1
32 709 15
32 770 3
32 915 7
32 1097 3
32 1437 18
32 1513 14
32 1888 18
32 1925 3
32 2277 21
32 2809 10
32 3128 21
32 3152 10
32 3202 2
33 189 21
33 242 14
33 306 17
33 321 7
33 903 20
33 988 23
33 1065 14
33 1067 22
33 1173 12
33 1289 17
33 1429 11
33 1540 14
33 1678 5
33 1841 13
33 2257 11
33 2265 18
33 2611 18
33 2896 5
33 2969 4
33 3091 14
33 3109 12
33 3235 23
33 3261 8
34 11 19
34 136 18
34 466 10
34 740 17
34 907 21
34 1466 1
34 1870 20
34 2486 17
34 2837 21
34 3176 4
34 3315 4
35 125 4
35 181 1
35 580 21
35 941 11
35 1033 22
35 1321 9
35 1375 5
35 1932 4
35 1984 23
35 2028 3
35 2218 10
35 2511 10
35 2567 14
35 2595 21
35 2801 15
35 3091 11
35 3376 11
35 3614 20
36 731 11
36 1078 12
36 1124 15
36 1532 22
36 1548 21
36 1620 2
36 1746 13
36 2367 21
36 2380 22
36 2879 6
36 3398 12
37 164 2
37 877 4
37 1342 15
37 1350 19
37 1396 1
37 1778 3
37 1985 12
37 1997 3
37 2019 1
37 2092 15
37 2454 2
37 3048 3
37 3228 18
37 3520 6
38 405 10
38 861 15
38 930 14
38 1011 21
38 1050 19
38 1626 4
38 1832 2
38 1961 7
38 2112 18
38 2142 17
38 2163 21
38 3412 14
38 3580 6
39 187 12
39 591 6
39 1050 6
39 1072 23
39 1776 7
39 1795 9
39 2069 14
39 2080 20
39 2237 3
39 2525 10
39 2665 8
39 2852 5
39 3033 10
39 3107 16
39 3190 7
39 3204 6
39 3245 10
40 105 6
40 169 16
40 646 18
40 734 13
40 926 7
40 1017 13
40 1647 16
40 1999 2
40 2004 19
40 2408 4
40 2642 18
40 2901 10
40 3006 17
40 3011 23
41 409 21
41 640 22
41 1273 5
41 1345 20
41 1605 23
41 1688 7
41 1956 10
41 2363 13
41 2488 9
41 2918 14
41 3137 14
41 3198 14
41 3219 23
41 3498 6
41 3591 14
42 249 23
42 446 9
42 666 13
42 678 9
42 1330 20
42 1433 2
42 1917 9
42 2497 3
42 2983 11
42 3129 10
42 3592 15
43 184 8
43 233 4
43 580 1
43 626 19
43 915 3
43 942 21
43 1072 17
43 1124 2
43 1634 17
43 1685 10
43 2026 8
43 2038 20
43 2291 16
43 2310 11
43 2321 4
43 2607 6
43 2702 1
43 2741 21
43 2742 5
43 3369 8
43 3600 20
44 130 7
44 287 20
44 706 22
44 754 20
44 981 15
44 1030 7
44 1104 22
44 1625 19
44 1818 16
44 1949 13
44 2276 3
44 2618 19
44 2880 7
44 2992 21
44 3127 15
44 3234 21
44 3408 9
45 142 10
45 169 14
45 329 12
45 489 18
45 587 5
45 963 5
45 982 22
45 1158 8
45 1362 4
45 1674 22
45 2063 22
45 2210 9
45 2305 23
45 2333 18
45 2886 9
45 2948 19
45 3255 10
45 3294 6
45 3611 4
46 57 16
46 529 4
46 724 22
46 776 2
46 1070 11
46 1395 1
46 1611 14
46 1630 11
46 2029 16
46 2042 23
46 2136 9
46 2446 1
46 2728 9
46 2892 16
46 3111 12
46 3383 20
46 3460 14
46 3571 10
47 35 18
47 192 16
47 630 14
47 935 10
47 1001 14
47 1017 16
47 1049 9
47 1125 9
47 1369 18
47 1747 4
47 1787 12
47 2262 23
47 2871 1
47 3026 5
47 3356 21
47 3394 22
47 3450 23
48 19 2
48 409 17
48 1219 14
48 1580 12
48 1654 9
48 1859 13
48 1910 20
48 2062 3
48 2208 21
48 2377 7
48 2608 8
48 2633 18
48 2864 20
48 3098 18
48 3139 6
48 3379 12
48 3438 2
48 3470 16
49 196 3
49 279 11
49 1636 1
49 2289 5
49 2480 5
49 2501 22
49 3107 16
50 137 22
50 165 22
50 345 14
50 957 13
50 1249 15
50 2069 14
50 2203 14
50 2381 8
50 2469 4
50 2584 19
50 2641 10
50 2855 16
50 2881 10
50 3438 12
51 675 7
51 823 16
51 972 13
51 1331 18
51 1519 6
51 2164 7
51 2227 1
51 2462 18
51 2526 2
51 2591 16
51 2593 20
51 2653 12
51 2819 10
51 2877 1
51 2953 11
51 3465 8
51 3484 10
52 40 3
52 89 1
52 268 1
52 757 15
52 1389 15
52 1405 14
52 1409 22
52 1415 16
52 1566 17
52 1769 11
52 1904 19
52 1983 3
52 2329 14
52 2478 7
52 2615 3
52 2968 6
52 3020 19
52 3036 21
52 3125 6
52 3235 20
53 20 21
53 390 23
53 531 15
53 605 7
53 1034 19
53 1253 21
53 1593 16
53 1603 13
53 1929 8
53 2168 18
53 2501 22
53 2565 4
53 2570 18
53 2781 22
53 3051 12
54 182 9
54 217 6
54 540 10
54 574 18
54 700 22
54 718 14
54 877 13
54 971 18
54 1344 5
54 1368 13
54 1829 21
54 2052 4
54 2197 2
54 2220 12
54 2815 9
54 2840 15
54 2940 3
54 3121 8
54 3474 7
55 154 9
55 324 20
55 342 4
55 664 18
55 844 3
55 1438 5
55 1487 12
55 1519 19
55 1830 8
55 2224 23
55 2245 11
55 2383 13
55 2504 2
55 2657 17
55 2827 16
55 3425 19
55 3457 9
56 484 6
56 638 8
56 1155 4
56 1348 10
56 1356 14
56 1543 18
56 1666 8
56 2379 16
56 3051 6
56 3115 16
56 3375 1
56 3480 8
56 3599 18
57 602 7
57 960 10
57 1692 8
57 1761 10
57 1876 21
57 2237 11
57 2878 8
57 3029 10
57 3092 6
57 3151 9
57 3252 9
57 3453 10
57 3554 21
57 3555 11
58 104 3
58 115 13
58 273 23
58 482 12
58 893 13
58 1044 2
58 1103 9
58 1649 16
58 1982 15
58 2250 3
58 2598 23
58 2669 1
58 2829 2
58 3252 10
59 73 2
59 160 3
59 254 21
59 661 2
59 800 6
59 830 5
59 956 6
59 1097 3
59 1365 9
59 1543 13
59 1944 6
59 2080 8
59 2342 16
59 2420 9
59 2804 18
59 3004 13
59 3241 13
59 3413 14
59 3472 20
60 20 12
60 537 2
60 642 9
60 897 13
60 1285 4
60 1292 18
60 1334 22
60 1558 23
60 1576 18
60 2485 16
60 2581 1
60 2799 21
61 481 11
61 1120 20
61 1240 18
61 1494 13
61 1652 2
61 1788 16
61 2001 18
61 2509 5
61 2539 2
61 2692 1
61 2768 10
61 2872 9
61 2887 16
61 2944 18
61 2950 20
61 2973 23
61 3072 7
61 3075 11
61 3183 13
61 3273 13
62 142 6
62 275 21
62 303 19
62 331 10
62 393 15
62 534 17
62 546 9
62 880 3
62 1168 4
62 1534 4
62 1754 23
62 2304 14
62 2441 23
62 2538 11
62 2633 20
62 2931 2
62 3024 4
62 3221 14
62 3457 23
62 3526 5
63 582 9
63 715 3
63 1189 7
63 1250 18
63 1294 15
63 1597 21
63 2609 17
63 3215 21
63 3346 8
63 3412 6
64 388 4
64 466 7
64 976 20
64 991 23
64 1260 16
64 2122 6
64 2340 10
64 2551 19
64 2972 2
65 282 13
65 304 16
65 940 19
65 983 21
65 1098 15
65 1235 6
65 1450 17
65 1472 10
65 2022 9
65 2197 2
65 2270 9
65 3393 7
65 3413 10
66 118 6
66 533 14
66 938 4
66 1007 20
66 1292 5
66 1332 15
66 1458 11
66 1486 12
66 1618 14
66 1700 15
66 2048 12
66 2073 11
66 2336 8
66 2692 5
66 3093 10
66 3165 17
66 3229 17
66 3295 11
67 206 7
67 288 9
67 353 6
67 1689 21
67 1868 17
67 2313 6
67 2926 14
67 3016 4
67 3044 14
67 3095 15
67 3290 6
67 3359 15
68 65 18
68 245 11
68 280 22
68 284 22
68 1434 1
68 1487 3
68 1495 7
68 1730 12
68 2205 8
68 2477 20
68 2705 3
68 2884 19
68 2972 1
68 3184 10
68 3309 23
68 3328 10
69 66 20
69 341 10
69 972 15
69 1264 20
69 1297 18
69 2207 14
69 2472 17
69 2518 6
69 2963 19
69 3001 8
69 3311 9
70 145 4
70 608 16
70 1038 8
70 1513 18
70 2107 11
70 2380 13
70 2850 16
70 3084 3
70 3541 13
71 675 18
71 682 9
71 1209 1
71 1303 2
71 1479 22
71 1658 20
71 2031 20
71 2063 23
71 2202 23
71 2393 14
71 2471 9
71 2642 20
71 2734 17
71 2975 17
72 379 16
72 776 6
72 878 8
72 956 4
72 1239 11
72 1769 20
72 1910 11
72 1921 13
72 2002 23
72 2033 20
72 2412 20
72 2785 11
72 2918 1
72 2980 9
72 3362 3
73 130 3
73 173 16
73 232 14
73 547 5
73 707 16
73 1002 9
73 1836 4
73 2505 7
73 3237 23
73 3253 3
73 3391 6
74 39 7
74 289 5
74 1015 19
74 1061 23
74 1086 22
74 1715 12
74 1861 5
74 2003 23
74 2254 15
74 2533 9
74 2730 19
74 2741 19
74 3274 21
74 3392 13
75 39 9
75 175 18
75 282 23
75 532 10
75 655 20
75 734 20
75 833 12
75 838 12
75 940 10
75 2103 17
75 2151 22
75 2221 19
75 2656 14
75 3464 5
76 101 12
76 574 16
76 624 4
76 663 18
76 872 20
76 960 23
76 1040 11
76 1145 12
76 1870 11
76 1924 10
76 2173 11
77 881 19
77 1149 18
77 1150 7
77 1217 8
77 1219 16
77 1233 19
77 1352 16
77 1614 4
77 1647 12
77 2021 2
77 2410 23
77 2727 8
77 2898 14
77 2967 6
77 3006 18
77 3014 1
77 3082 4
77 3549 7
77 3568 14
78 364 2
78 939 12
78 1410 23
78 1480 5
78 1627 6
78 1869 13
78 2079 4
78 2413 16
78 2488 2
78 2566 14
78 2579 2
78 2593 6
78 3037 3
79 154 14
79 397 6
79 792 10
79 1034 6
79 1244 18
79 1833 3
79 1870 9
79 2149 7
79 2167 4
79 2655 2
79 3188 14
80 24 11
80 302 7
80 614 2
80 800 5
80 1362 4
80 1614 2
80 1745 12
80 1843 5
80 1972 13
80 2669 11
81 129 10
81 142 12
81 188 1
81 403 13
81 593 22
81 795 19
81 1044 21
81 1063 23
81 1165 18
81 1169 23
81 1223 7
81 1419 18
81 1551 4
81 1848 12
81 2035 12
81 2768 23
81 2802 14
81 2930 12
81 2940 20
81 3066 10
81 3083 20
81 3085 8
81 3184 16
81 3340 21
81 3485 6
82 157 14
82 172 17
82 1209 18
82 1348 18
82 1578 6
82 1809 5
82 2064 21
82 2164 18
82 2176 22
82 2335 11
82 2816 16
82 2856 11
82 3103 2
83 25 9
83 477 23
83 578 18
83 600 16
83 1287 17
83 2197 21
83 2245 21
83 2431 22
83 2780 14
83 2957 6
83 3179 11
84 21 11
84 76 15
84 460 7
84 529 12
84 827 1
84 927 21
84 977 17
84 1280 14
84 1485 14
84 1764 5
84 1940 3
84 1959 14
84 2201 10
84 2402 23
84 2449 2
84 2765 2
84 2905 4
84 2997 11
85 1185 7
85 1202 5
85 1376 19
85 1531 23
85 1906 23
85 1933 5
85 1971 16
85 2125 14
85 2237 20
85 2289 14
85 2376 5
85 2781 2
85 2984 1
85 3326 15
85 3443 10
86 61 1
86 158 20
86 351 10
86 963 22
86 1160 13
86 1240 18
86 1607 6
86 1634 18
86 1703 20
86 1731 19
86 1897 21
86 1943 13
86 1971 20
86 2001 16
86 2032 17
86 2477 7
86 2753 16
86 3106 15
86 3136 20
86 3408 15
87 264 14
87 577 18
87 592 1
87 763 22
87 783 8
87 1342 15
87 1695 3
87 2033 3
87 2054 9
87 2087 11
87 2151 12
87 2193 10
87 2221 7
87 2497 16
87 2577 2
87 2701 13
87 3116 10
88 257 7
88 393 1
88 534 23
88 806 20
88 1079 15
88 1183 12
88 1266 16
88 2398 2
88 2411 22
88 2778 17
88 3050 17
88 3122 14
88 3262 7
88 3391 3
89 31 21
89 200 18
89 232 3
89 804 19
89 977 3
89 1005 17
89 1135 15
89 1367 5
89 1547 20
89 1569 2
89 1575 11
89 1587 23
89 1611 2
89 1711 3
89 1902 18
89 1930 9
89 1992 6
89 2520 1
89 3172 3
89 3374 22
89 3529 14
90 854 18
90 911 4
90 985 7
90 1224 19
90 1544 3
90 1915 17
90 2680 6
90 2699 10
90 2984 17
90 3183 8
90 3215 7
90 3275 11
91 49 11
91 62 3
91 166 13
91 673 21
91 724 17
91 1028 12
91 1051 17
91 1133 13
91 1141 22
91 1310 10
91 1423 8
91 2481 18
91 2565 4
91 3521 10
92 122 17
92 657 22
92 1031 13
92 1188 15
92 1397 12
92 1817 7
92 2224 18
92 2241 12
92 2384 19
92 2931 20
92 3238 5
92 3367 1
92 3418 6
92 3517 21
93 231 9
93 1261 13
93 1283 3
93 1564 13
93 1640 9
93 1805 15
93 2105 10
93 2288 19
93 2389 20
93 2444 21
93 2693 2
93 2777 12
93 3015 7
93 3195 4
94 278 6
94 813 5
94 960 13
94 1089 22
94 1110 3
94 1320 2
94 1538 7
94 1546 8
94 1803 8
94 2127 2
94 2261 20
94 2669 20
94 2990 21
94 3072 18
94 3082 21
94 3096 21
94 3205 10
95 123 6
95 228 4
95 506 12
95 510 12
95 518 12
95 883 20
95 1223 21
95 1260 1
95 1471 11
95 1932 18
95 2333 20
95 2433 22
95 2800 19
95 2909 23
95 3149 22
95 3405 17
96 400 12
96 968 14
96 1992 13
96 2051 14
96 2085 21
96 2348 20
96 2408 15
96 2641 22
96 2761 10
96 3065 12
96 3127 13
96 3562 5
97 17 3
97 79 10
97 141 8
97 362 2
97 458 13
97 877 19
97 924 13
97 936 18
97 961 9
97 988 10
97 1694 13
97 1696 19
97 1903 22
97 1926 9
97 2112 18
97 2336 11
97 2421 8
97 3058 10
97 3089 4
97 3119 13
97 3234 23
98 356 16
98 723 20
98 1268 20
98 1537 6
98 1939 6
98 2947 12
98 2953 16
98 3249 17
98 3410 2
98 3506 14
99 55 13
99 485 5
99 739 21
99 1392 14
99 1553 12
99 1864 10
99 1891 3
99 1892 23
99 2297 18
99 2451 6
99 2472 12
99 2571 8
99 2623 4
99 2935 14
99 3498 19
100 121 8
100 277 15
100 642 5
100 663 11
100 997 5
100 1000 21
100 1623 20
100 1644 18
100 1731 12
100 2936 3
100 2974 23
100 3554 23
101 32 12
101 329 10
101 986 18
101 1056 2
101 1247 22
101 1354 23
101 1879 16
101 2070 12
101 2231 11
101 2268 19
101 2953 8
101 3101 10
101 3342 7
101 3353 14
102 54 16
102 186 14
102 287 17
102 831 6
102 949 9
102 1024 2
102 1218 15
102 1578 7
102 1811 6
102 1928 13
102 2140 5
102 2352 20
102 2470 7
102 2600 16
102 2776 16
102 2877 1
102 2891 15
102 2962 4
102 3129 10
102 3366 4
102 3575 22
103 606 9
103 702 3
103 827 8
103 1029 14
103 1093 13
103 1136 3
103 1279 22
103 1421 16
103 1687 9
103 1853 12
103 1879 2
103 2045 17
103 2134 22
103 2560 2
103 2578 2
103 2770 17
103 2879 16
104 132 3
104 150 17
104 356 5
104 369 7
104 407 13
104 517 5
104 702 16
104 760 5
104 804 5
104 827 1
104 838 2
104 985 9
104 1184 4
104 1270 17
104 1275 11
104 1402 6
104 1602 1
104 1641 1
104 2016 12
104 2533 20
104 3277 16
104 3395 22
104 3468 5
104 3528 21
104 3557 23
105 248 21
105 354 14
105 759 1
105 804 17
105 870 7
105 935 10
105 993 13
105 1186 17
105 1434 8
105 1528 19
105 1812 6
105 2222 13
105 2965 5
106 51 4
106 84 11
106 325 5
106 726 22
106 1202 19
106 1638 3
106 1671 9
106 2019 6
106 2195 2
106 2457 3
106 2639 1
106 2733 14
106 2777 22
106 2813 16
106 3044 6
106 3423 21
107 232 8
107 426 22
107 455 18
107 749 21
107 980 23
107 1070 5
107 2463 21
107 3168 3
107 3198 17
107 3340 15
108 119 11
108 148 6
108 245 14
108 392 17
108 453 10
108 1646 12
108 2035 4
108 2135 9
108 2848 4
108 3045 17
108 3157 11
108 3276 13
109 13 22
109 259 12
109 366 15
109 723 22
109 790 19
109 911 14
109 1481 9
109 1662 18
109 1971 11
109 2123 16
109 2439 17
109 3477 22
110 328 13
110 1052 16
110 1241 4
110 1522 10
110 1729 12
110 2217 14
111 276 18
111 353 22
111 994 20
111 1396 9
111 1558 9
111 1663 23
111 1981 20
111 2086 13
111 2718 2
111 3344 23
111 3376 6
112 330 6
112 421 6
112 747 21
112 834 12
112 951 21
112 1039 14
112 1042 7
112 1118 11
112 1747 22
112 2162 2
112 2365 15
112 2666 8
112 2921 18
113 40 13
113 117 14
113 233 4
113 1137 10
113 1161 17
113 1173 15
113 1395 18
113 1406 12
113 1421 8
113 1567 8
113 1687 20
113 1905 16
113 1912 7
113 1970 10
113 2058 22
113 2179 3
113 2313 3
113 2549 21
113 2555 8
114 6 9
114 103 13
114 241 19
114 260 6
114 455 3
114 483 3
114 1021 10
114 1155 18
114 1209 21
114 1238 18
114 1439 2
114 1652 9
114 2000 1
114 2206 15
114 2726 6
114 2912 11
114 2925 8
114 2979 20
114 3153 22
114 3616 19
115 811 21
115 1057 6
115 1321 9
115 1346 8
115 1375 6
115 1403 18
115 1626 23
115 2178 8
115 2251 15
115 2492 15
115 2729 16
115 3190 23
115 3493 4
115 3498 11
116 54 5
116 105 6
116 182 7
116 199 8
116 394 23
116 421 4
116 547 2
116 813 18
116 1027 6
116 1257 2
116 1375 9
116 1493 11
116 1668 6
116 2121 10
116 2309 2
116 2597 4
116 2713 23
116 2747 22
116 2990 9
116 3359 2
116 3365 23
116 3516 15
117 379 20
117 681 17
117 1185 22
117 1337 5
117 1539 8
117 1689 14
117 1814 4
117 1816 11
117 1944 19
117 2595 8
117 2613 10
117 3326 2
118 10 9
118 1059 9
118 1141 23
118 1320 10
118 1527 20
118 1727 5
118 1751 11
118 2001 22
118 2155 16
118 2158 17
118 2571 8
118 2607 11
118 2881 20
118 2949 1
118 3414 3
118 3558 23
119 41 3
119 153 3
119 364 8
119 543 16
119 734 19
119 1198 6
119 1458 20
119 1632 3
119 1816 14
119 1848 23
119 2239 7
119 2251 9
119 2365 1
119 2542 16
120 247 4
120 1427 9
120 1662 18
120 2218 3
120 2418 12
120 3165 14
121 137 2
121 1242 22
121 1260 12
121 1727 17
121 1860 9
121 2071 13
121 2093 4
121 2164 23
121 2192 8
121 2261 6
121 2492 22
121 2829 10
121 2969 2
121 3012 6
121 3342 2
122 48 14
122 171 5
122 308 15
122 343 10
122 780 18
122 1086 8
122 1342 16
122 1924 20
122 2442 8
122 2835 8
123 123 18
123 559 10
123 592 2
123 910 20
123 1057 21
123 1286 9
123 1472 21
123 1769 13
123 2139 14
123 2248 8
123 2470 22
123 2491 4
123 2547 5
123 2622 21
123 2906 5
123 2969 5
123 3140 13
123 3355 14
124 55 6
124 138 18
124 492 9
124 577 14
124 706 16
124 748 17
124 844 23
124 847 5
124 996 1
124 1321 16
124 1609 18
124 2090 8
124 2268 17
124 2506 12
124 2589 11
124 3293 19
125 81 9
125 270 2
125 486 21
125 937 23
125 1308 14
125 1340 12
125 1390 8
125 1435 6
125 1603 9
125 1733 12
125 2139 3
125 2274 13
125 2353 10
125 2369 9
125 2512 3
125 2574 16
125 2584 20
125 2780 5
125 2877 23
125 2992 13
125 3184 21
125 3359 22
125 3418 17
125 3562 21
126 3 14
126 67 11
126 87 22
126 454 8
126 613 17
126 842 3
126 863 20
126 867 2
126 887 4
126 1117 17
126 2013 1
126 2145 17
126 2146 5
126 2165 2
126 2193 23
126 2330 13
126 2373 8
126 2517 19
126 2576 19
126 2594 17
126 2651 5
126 2785 21
126 2860 9
126 3074 1
126 3182 19
126 3263 2
126 3409 7
127 62 10
127 269 1
127 277 17
127 511 1
127 583 8
127 761 22
127 975 22
127 1030 15
127 1444 15
127 1785 18
127 2122 5
127 2806 16
127 2922 21
127 3310 16
127 3497 10
128 210 9
128 635 14
128 861 12
128 1024 8
128 1321 4
128 1346 19
128 1740 20
128 2032 16
128 2172 6
128 2286 18
128 3002 8
128 3162 9
128 3204 19
128 3320 3
128 3335 10
128 3358 19
128 3377 13
128 3461 10
128 3492 13
129 347 13
129 588 18
129 882 11
129 1293 6
129 1461 3
129 1609 19
129 1621 23
129 1690 2
129 1706 5
129 1928 15
129 2020 17
129 2175 14
129 2392 23
129 2516 7
129 2582 19
129 2619 1
129 2827 4
129 3057 8
129 3137 20
129 3143 20
129 3534 14
130 139 15
130 440 4
130 784 22
130 949 4
130 1055 6
130 1100 8
130 1285 22
130 1788 12
130 1796 12
130 2158 5
130 2752 19
130 3087 6
130 3089 9
130 3252 18
130 3352 2
130 3475 4
130 3574 11
131 456 3
131 851 8
131 1135 2
131 1281 19
131 1455 16
131 1662 18
131 1864 3
131 1991 5
131 2023 18
131 2392 6
131 2581 13
131 2739 15
131 2937 19
131 3023 20
131 3143 23
131 3608 22
132 90 12
132 436 3
132 638 22
132 1591 13
132 1730 18
132 1944 10
132 2056 1
132 2323 17
132 2717 22
132 2720 23
132 3510 2
133 879 10
133 1933 2
133 2226 23
133 2291 21
133 2631 4
133 2685 1
133 2703 16
133 2788 17
133 2833 16
133 2835 11
133 2844 13
133 2916 21
133 3075 5
133 3122 18
133 3158 4
133 3202 13
133 3224 14
133 3318 17
134 314 12
134 461 6
134 494 5
134 1208 14
134 1211 4
134 1513 17
134 1590 3
134 1655 8
134 1834 12
134 2397 19
134 2757 6
134 2884 11
134 2907 14
134 2995 16
134 2996 12
134 3015 13
134 3033 7
134 3130 10
134 3311 14
134 3507 22
135 146 20
135 497 23
135 668 9
135 1307 9
135 1340 14
135 1516 8
135 1617 20
135 1747 11
135 1817 20
135 1915 4
135 2046 4
135 2058 9
