356 3252
51 134 16
51 173 20
51 178 6
51 223 7
51 246 2
51 249 5
51 267 21
51 296 10
51 309 13
51 356 13
52 54 22
52 62 18
52 92 19
52 127 7
52 129 22
52 175 2
52 199 10
52 232 14
52 314 9
53 11 2
53 28 14
53 109 21
53 131 7
53 142 13
53 232 14
53 258 1
53 261 15
53 299 2
53 303 5
54 116 8
54 257 17
54 276 20
54 277 4
54 331 22
55 122 4
55 133 22
55 143 3
55 162 18
55 173 8
55 187 9
55 251 8
55 299 1
55 322 4
55 354 20
56 59 7
56 163 2
56 175 22
56 196 10
56 216 10
56 229 7
56 232 11
56 254 23
56 283 5
56 319 11
57 3 7
57 90 12
57 93 12
57 229 21
57 258 13
57 344 10
57 346 6
58 4 23
58 73 7
58 126 3
58 161 21
58 180 4
58 203 2
58 275 1
58 322 15
59 4 3
59 15 3
59 29 22
59 45 3
59 85 6
59 93 13
59 141 9
59 147 2
59 155 11
59 160 12
59 179 11
59 213 17
59 217 16
59 238 4
59 261 15
60 54 4
60 74 4
60 127 20
60 150 9
60 161 19
60 182 3
60 196 18
60 249 18
60 352 2
61 85 18
61 95 20
61 152 23
61 170 21
61 193 21
61 241 17
61 354 13
62 22 18
62 73 19
62 133 5
62 135 20
62 136 19
62 208 17
62 261 23
63 153 20
63 162 4
63 163 11
63 183 1
63 346 15
64 67 21
64 71 21
64 96 23
64 118 1
64 125 2
64 218 20
64 221 9
64 261 20
65 13 16
65 17 20
65 109 8
65 123 18
65 197 15
65 201 4
65 214 11
65 307 6
65 309 19
65 334 4
65 343 18
66 1 13
66 64 16
66 105 17
66 132 3
66 167 5
66 287 4
67 239 19
67 240 1
67 312 2
68 3 1
68 66 1
68 80 16
68 130 21
69 46 16
69 49 9
69 79 15
69 166 17
69 172 22
69 269 23
69 352 7
70 148 15
70 158 13
70 197 14
70 296 3
71 25 4
71 28 11
71 67 13
71 69 10
71 81 23
71 100 10
71 117 21
71 188 6
71 274 19
71 275 8
71 284 9
72 32 1
72 77 12
72 90 21
72 168 1
72 176 13
72 209 15
72 235 19
72 248 22
72 251 6
72 253 11
72 284 1
72 345 20
73 11 21
73 15 23
73 21 13
73 88 21
73 102 8
73 173 3
73 177 5
73 204 4
73 206 23
73 355 15
74 20 16
74 69 3
74 79 15
74 154 19
74 156 1
74 187 14
74 203 14
74 257 2
74 327 16
75 4 14
75 29 13
75 43 14
75 341 9
76 68 19
76 81 22
76 101 4
76 114 17
76 162 5
76 219 8
76 234 18
77 19 18
77 37 22
77 38 11
77 146 2
77 204 19
77 264 12
77 302 21
77 324 23
77 345 15
77 352 20
78 36 8
78 64 1
78 121 23
78 167 16
78 183 19
78 225 17
78 241 7
79 28 9
79 40 18
79 93 22
79 96 17
79 159 8
79 212 6
79 219 2
79 259 20
79 264 22
79 269 22
79 325 14
79 331 20
79 341 6
80 1 2
80 97 14
80 158 21
80 183 6
80 232 9
80 233 16
80 276 17
80 317 6
80 328 9
81 11 2
81 23 3
81 120 10
81 125 2
81 182 19
81 183 20
81 238 20
81 244 12
81 263 20
81 274 22
81 327 6
82 6 12
82 21 15
82 38 7
82 67 18
82 169 16
82 173 21
82 212 10
82 247 8
82 254 11
82 262 6
82 292 7
82 312 6
82 318 13
83 10 4
83 49 11
83 66 22
83 72 19
83 88 21
83 111 4
83 122 21
83 127 22
83 161 23
83 198 8
83 213 17
83 227 18
83 230 21
83 244 13
83 311 6
83 315 17
83 328 11
83 335 6
83 342 5
84 2 20
84 13 6
84 26 16
84 65 6
84 74 3
84 142 2
84 183 14
84 303 7
84 353 7
85 6 20
85 48 6
85 50 20
85 92 1
85 99 16
85 114 18
85 163 13
85 169 7
85 170 15
85 220 5
85 226 5
85 330 15
85 351 6
86 6 15
86 81 9
86 195 3
86 205 4
86 215 9
86 262 19
86 290 9
86 330 14
87 98 17
87 157 22
87 249 13
87 269 10
88 20 4
88 27 10
88 94 11
88 107 17
88 210 10
88 222 18
88 258 8
88 294 16
88 306 8
88 345 2
89 8 2
89 15 2
89 48 8
89 156 9
89 261 16
90 118 12
90 251 7
90 287 1
90 308 17
90 312 22
90 323 10
91 68 19
91 72 19
91 110 18
91 122 8
91 148 4
91 155 2
91 171 2
91 211 2
91 264 8
91 333 11
91 343 23
92 11 17
92 22 15
92 41 16
92 228 4
92 233 9
92 262 17
92 301 13
92 314 10
93 22 18
93 48 14
93 203 11
93 210 3
93 341 22
94 20 21
94 28 14
94 108 6
94 234 21
94 273 2
94 291 21
94 334 1
95 56 14
95 67 16
95 88 18
95 102 16
95 167 20
95 189 13
95 199 17
95 244 15
95 260 21
95 340 21
96 67 14
96 169 8
96 262 6
96 307 1
97 37 5
97 58 9
97 102 17
97 110 17
97 210 18
97 321 6
97 347 8
98 69 6
98 84 2
98 125 23
98 191 20
98 213 15
98 225 22
98 284 11
98 294 10
98 331 19
99 95 12
99 128 1
99 156 12
99 157 23
99 211 16
99 256 2
99 268 13
99 269 3
99 291 16
100 159 10
100 161 17
100 206 1
100 232 11
100 238 22
100 255 18
100 297 16
100 313 7
100 327 5
100 330 9
101 46 2
101 53 10
101 115 10
101 133 1
101 141 11
102 30 10
102 146 14
102 268 20
103 7 8
103 21 1
103 191 6
103 195 21
103 228 12
103 242 23
103 256 9
103 302 6
103 322 15
103 349 10
104 120 18
104 293 11
105 78 19
105 118 21
105 122 4
105 199 19
105 234 8
105 244 20
105 328 13
105 330 17
106 3 3
106 18 18
106 68 3
106 72 4
106 101 21
106 135 6
106 243 21
106 279 9
106 336 9
107 26 11
107 89 22
107 179 11
107 186 6
107 212 4
107 250 8
107 259 17
107 272 21
107 281 16
107 336 16
108 42 6
108 63 19
108 99 10
108 142 17
108 182 14
108 326 1
109 72 14
109 88 4
109 110 9
109 121 10
109 178 16
109 223 2
109 243 13
109 247 4
109 297 21
109 332 10
109 333 19
110 3 21
110 11 8
110 14 21
110 45 6
110 76 12
110 122 19
110 128 16
110 130 17
110 223 16
110 237 17
110 309 5
110 326 13
110 345 9
110 353 20
111 71 19
111 117 4
111 119 1
111 135 12
111 140 12
111 238 1
111 241 2
111 247 15
111 298 9
112 51 12
112 67 1
112 69 5
112 94 18
112 133 22
112 147 19
112 150 4
112 168 17
112 231 10
112 283 5
112 292 14
112 353 16
113 11 17
113 47 9
113 55 2
113 85 4
113 93 1
113 112 19
113 121 8
113 179 14
113 182 21
113 197 22
113 238 3
113 245 19
113 249 22
113 268 14
113 278 1
113 299 22
113 312 9
114 33 15
114 101 2
114 113 14
114 213 15
114 220 23
114 258 8
114 281 7
114 299 12
115 63 6
115 82 23
115 116 22
115 153 10
115 159 7
115 163 14
115 167 20
115 265 15
115 270 9
115 332 1
115 333 10
116 69 21
116 70 8
116 92 17
116 113 13
116 129 23
116 160 19
116 218 2
116 234 21
116 248 3
116 340 2
116 350 20
116 351 5
117 15 16
117 40 15
117 58 19
117 69 1
117 103 14
117 133 3
117 215 8
117 219 2
117 252 8
118 161 1
118 169 23
118 238 12
118 253 8
118 268 7
118 314 8
118 335 22
118 338 10
119 11 2
119 15 2
119 58 7
119 331 4
120 14 12
120 61 19
120 71 3
120 73 1
120 81 20
120 106 1
120 109 3
120 114 21
120 151 14
120 218 8
120 296 7
120 305 5
120 312 20
120 343 8
120 344 12
121 43 16
121 63 9
121 133 13
121 161 18
121 169 9
121 181 7
121 186 6
121 314 16
121 328 7
121 329 7
121 341 9
122 100 16
122 118 9
122 158 10
122 200 23
122 221 12
122 229 16
122 235 12
122 251 14
122 271 16
122 311 3
122 353 14
123 45 19
123 99 17
123 236 21
123 307 20
124 8 1
124 28 2
124 45 10
124 48 2
124 55 13
124 96 2
124 112 10
124 126 20
124 133 19
124 199 18
124 212 20
124 250 18
124 253 5
124 320 3
124 333 2
125 27 13
125 93 19
125 153 10
125 161 16
125 177 12
125 233 21
125 295 8
126 62 23
126 69 11
126 247 18
126 257 19
126 316 19
127 3 13
127 22 13
127 44 16
127 57 3
127 71 7
127 84 12
127 133 12
127 164 8
127 236 18
127 287 7
127 330 11
128 1 8
128 102 3
128 103 5
128 107 4
128 118 20
128 124 3
128 144 1
128 161 15
128 168 15
128 192 19
128 262 1
128 331 2
129 116 1
129 141 15
129 193 3
129 243 17
129 257 20
129 321 20
129 326 13
129 347 15
130 67 3
130 147 2
130 196 1
130 231 5
130 238 8
131 19 6
131 149 10
131 194 9
131 245 1
131 283 11
131 322 19
132 20 8
132 37 13
132 51 17
132 144 6
132 254 3
132 283 20
132 333 6
132 355 18
133 24 5
133 185 18
133 196 12
133 199 23
133 251 18
133 262 4
133 267 3
133 310 11
134 21 23
134 98 22
134 166 23
134 169 8
134 177 2
134 180 18
134 187 2
134 234 23
134 319 19
134 320 8
134 354 4
135 21 21
135 36 2
135 55 14
135 83 16
135 186 3
135 255 20
135 300 4
136 66 8
136 94 22
136 100 23
136 125 7
136 137 10
136 172 21
136 252 1
136 268 22
136 300 21
136 312 18
136 333 2
137 2 23
137 120 6
137 177 18
137 185 15
137 223 22
137 259 2
137 261 10
138 105 11
138 119 20
138 165 10
138 212 6
138 213 4
138 224 13
138 240 4
138 258 22
138 286 20
138 296 13
139 51 2
139 68 16
139 93 16
139 104 3
139 117 8
139 119 9
139 215 10
139 232 18
139 241 1
139 265 10
139 268 10
139 344 21
140 13 22
140 14 5
140 20 14
140 46 21
140 48 22
140 61 22
140 81 19
140 89 17
140 115 9
140 133 6
140 263 13
140 309 18
140 312 6
140 316 11
141 9 1
141 17 3
141 29 9
141 76 14
141 90 9
141 95 4
141 132 6
141 142 2
141 163 7
141 176 7
141 224 4
141 239 10
141 254 1
141 264 4
141 295 19
142 1 4
142 87 18
142 131 17
142 174 8
142 175 2
142 204 14
142 253 23
142 311 1
143 110 4
143 158 16
143 188 3
143 199 3
143 214 23
143 226 20
143 231 2
143 309 4
143 341 14
144 78 21
144 118 6
144 146 21
144 158 7
144 263 10
144 266 3
144 288 2
145 90 10
145 107 3
145 289 22
145 332 19
145 335 4
146 72 3
146 88 8
146 89 7
146 181 14
146 268 19
146 276 9
146 296 16
146 307 9
146 316 8
146 331 10
147 98 6
147 146 18
147 154 12
147 206 9
147 226 17
147 256 2
147 277 10
147 282 14
147 327 9
148 5 8
148 16 19
148 29 6
148 57 8
148 63 22
148 76 2
148 116 9
148 173 2
148 185 4
148 214 7
148 238 20
148 283 1
148 300 3
148 321 22
148 329 2
148 344 11
148 353 17
149 193 10
149 203 20
149 205 2
149 309 11
149 322 6
149 336 2
150 119 5
150 153 11
150 171 10
150 271 15
150 293 12
150 302 13
151 40 5
151 124 14
151 150 14
151 152 18
151 161 13
151 188 21
151 262 10
151 354 14
152 44 23
152 131 12
152 166 11
152 234 1
152 280 2
152 328 6
153 5 20
153 30 23
153 94 7
153 128 7
153 142 16
153 156 10
153 180 3
153 202 12
153 231 20
153 290 2
153 305 13
154 33 19
154 72 12
154 98 22
154 183 4
154 191 17
154 285 5
154 287 3
154 310 7
154 351 13
155 30 20
155 63 19
155 70 4
155 118 23
155 146 3
155 183 4
155 218 11
155 257 8
155 262 21
155 330 13
155 353 13
156 68 17
156 88 12
156 111 13
156 196 18
156 199 22
156 255 22
156 301 20
156 311 10
156 326 12
157 82 22
157 95 22
157 126 1
157 216 10
157 226 14
157 236 5
157 351 21
158 53 18
158 74 7
158 81 4
158 142 7
158 163 20
158 165 17
158 176 11
158 258 19
158 268 13
158 286 8
158 295 1
158 353 14
158 356 22
159 14 13
159 39 3
159 80 15
159 140 18
159 178 15
159 207 9
159 229 16
159 233 7
159 316 23
159 335 2
160 34 19
160 49 21
160 50 17
160 58 13
160 65 1
160 101 7
160 112 17
160 182 21
160 208 19
160 247 17
160 269 19
160 295 2
161 32 7
161 40 6
161 121 6
161 157 20
161 191 18
161 202 7
161 209 20
161 223 9
161 239 5
161 260 3
161 347 5
162 26 14
162 46 14
162 63 14
162 125 22
162 130 7
162 143 20
162 146 15
162 193 2
162 203 9
162 206 12
162 350 19
163 98 22
163 125 7
163 128 19
163 133 15
163 182 4
163 204 14
163 312 3
164 43 16
164 74 10
164 135 9
164 148 21
164 152 9
164 195 5
164 206 10
164 221 16
164 251 1
164 257 12
165 27 14
165 54 20
165 59 16
165 112 4
165 171 11
165 184 23
165 287 20
165 305 11
165 318 20
165 340 11
166 58 12
166 148 5
166 159 23
166 172 1
166 213 3
166 269 6
166 349 14
166 355 12
167 5 3
167 184 4
167 205 14
167 217 19
167 260 7
167 311 22
167 340 10
168 113 16
168 190 21
168 205 19
168 304 2
168 343 15
169 87 1
169 124 15
169 135 12
169 181 11
169 334 19
169 341 22
169 348 10
170 20 15
170 31 3
170 50 6
170 102 19
170 130 14
170 237 5
170 245 18
170 314 9
170 321 7
171 26 17
171 79 22
172 24 12
172 29 14
172 31 19
172 40 2
172 109 3
172 138 3
172 175 18
172 349 12
173 20 12
173 26 15
173 31 2
173 90 7
173 111 23
173 113 19
173 162 15
173 190 11
173 238 6
173 256 4
173 295 3
173 298 10
173 322 12
174 6 5
174 10 9
174 18 8
174 29 13
174 67 13
174 82 2
174 91 21
174 108 14
174 158 13
174 167 13
174 175 2
174 296 3
174 328 2
175 8 21
175 88 22
175 118 4
175 132 15
175 151 10
175 193 9
175 284 23
175 299 5
176 43 15
176 80 22
176 153 1
176 247 1
176 305 4
176 337 23
176 350 4
177 52 23
177 56 9
177 75 16
177 99 5
177 109 18
177 132 23
177 137 11
177 196 1
177 213 18
178 18 2
178 44 14
178 59 7
178 101 14
178 108 10
178 130 3
178 155 15
178 219 7
178 249 1
178 305 13
178 342 15
179 38 5
179 128 15
179 177 8
179 183 3
179 185 1
179 243 23
179 273 20
179 314 1
179 337 3
179 338 14
180 26 4
180 72 3
180 187 22
180 203 19
180 247 1
180 288 10
180 339 12
180 347 11
181 13 5
181 107 7
181 110 12
181 144 12
181 162 7
181 206 19
181 233 21
181 259 10
181 260 4
181 274 21
181 305 4
181 309 16
182 18 12
182 22 2
182 48 2
182 71 13
182 126 22
182 222 2
182 225 13
182 280 18
182 313 19
183 33 15
183 95 2
183 129 22
183 140 11
183 155 1
183 158 12
183 218 11
183 256 4
183 310 23
183 327 15
184 12 8
184 27 23
184 84 3
184 100 20
184 112 7
184 121 15
184 167 11
184 176 10
184 185 19
184 247 9
184 271 7
184 328 5
184 330 14
185 43 9
185 91 6
185 110 4
185 142 1
185 190 1
185 200 16
186 105 12
186 116 19
186 121 1
186 131 14
186 172 12
186 289 12
186 332 8
187 89 23
187 130 16
187 167 5
187 255 16
187 267 8
187 321 7
187 345 16
188 41 4
188 48 20
188 80 16
188 82 19
188 84 7
188 98 2
188 99 14
188 134 15
188 211 8
188 243 18
188 295 23
188 317 10
188 331 18
188 333 3
189 40 4
189 61 18
189 156 12
189 224 16
189 304 14
189 341 12
190 33 6
190 79 2
190 99 17
190 107 7
190 138 18
190 150 10
190 251 11
190 255 4
190 328 11
191 54 17
191 106 13
191 129 14
191 136 13
191 148 5
191 180 3
191 223 20
191 252 23
191 286 10
191 298 5
191 316 8
191 330 22
191 350 21
192 2 11
192 35 16
192 101 23
192 158 15
192 199 4
192 237 11
192 239 1
192 338 17
192 349 17
193 5 23
193 27 12
193 46 10
193 51 6
193 173 23
193 214 13
193 255 16
193 292 4
193 325 23
193 327 10
193 356 16
194 28 8
194 103 16
194 114 15
194 122 4
194 145 12
194 202 14
194 222 14
194 309 11
195 13 15
195 33 12
195 197 8
195 205 3
195 233 21
195 308 2
195 317 11
196 57 1
196 135 6
196 225 11
196 270 12
196 331 22
196 334 10
196 354 23
197 10 9
197 23 15
197 26 17
197 30 15
197 148 1
197 157 14
197 183 9
197 186 10
197 195 23
197 242 16
197 266 3
197 325 14
197 329 13
198 44 8
198 87 5
198 244 3
198 294 12
198 303 13
198 304 8
198 346 20
199 55 15
199 61 5
199 72 15
199 78 19
199 82 6
199 86 20
199 113 23
199 121 11
199 165 19
199 202 9
199 256 4
199 273 21
199 315 17
199 320 20
199 324 12
199 343 18
199 353 10
199 356 20
200 28 21
200 71 10
200 101 6
200 121 17
200 201 17
200 261 13
200 265 19
200 343 15
201 36 15
201 62 7
201 176 5
201 206 17
201 244 20
201 288 13
201 291 21
201 294 11
202 12 9
202 28 20
202 34 8
202 50 8
202 55 1
202 91 3
202 147 11
202 168 5
202 212 17
202 262 4
202 278 1
202 295 5
202 306 15
203 36 5
203 37 19
203 49 13
203 61 8
203 175 18
203 251 23
203 281 1
203 286 7
203 309 18
203 327 16
203 329 16
203 335 2
204 87 14
204 153 3
204 185 15
204 239 3
204 254 17
204 277 3
204 284 11
204 330 14
205 25 10
205 34 13
205 89 8
205 104 6
205 124 23
205 205 12
205 259 22
205 310 20
205 334 7
205 347 20
206 1 12
206 6 11
206 52 9
206 74 18
206 102 12
206 164 21
206 206 17
206 286 12
206 288 21
206 322 6
206 326 21
207 9 13
207 11 1
207 15 11
207 55 9
207 79 15
207 129 14
207 167 3
207 175 17
207 185 18
207 197 16
207 247 20
207 298 1
207 343 23
208 3 2
208 43 23
208 45 6
208 125 23
208 128 20
208 196 12
208 264 14
208 281 2
209 31 16
209 56 22
209 72 13
209 73 4
209 95 19
209 99 23
209 126 15
209 132 17
209 142 5
209 157 7
209 191 23
209 196 22
209 216 11
209 231 9
209 247 14
209 269 1
209 314 11
209 320 1
209 329 13
210 40 20
210 48 21
210 98 13
210 213 13
210 254 22
210 263 7
210 316 18
210 351 16
211 50 20
211 100 23
211 170 6
211 197 21
211 205 15
211 241 4
211 284 10
211 321 18
211 341 17
212 7 3
212 16 4
212 35 4
212 38 8
212 43 10
212 45 3
212 49 6
212 74 20
212 86 5
212 108 13
212 125 15
212 127 15
212 151 14
212 175 21
212 235 5
212 263 11
212 331 4
212 348 12
212 349 3
212 355 10
213 276 6
213 315 18
213 330 6
213 345 23
214 82 23
214 93 20
214 96 14
214 116 21
214 143 23
214 159 9
214 171 8
214 180 3
214 356 6
215 16 11
215 28 4
215 40 15
215 46 13
215 61 9
215 87 5
215 89 18
215 103 16
215 112 13
215 148 3
215 158 6
215 175 10
215 213 2
215 225 10
215 249 14
215 320 13
216 43 12
216 79 17
216 146 12
216 163 7
216 226 23
216 313 11
217 15 23
217 86 13
217 92 2
217 113 14
217 260 13
217 274 4
217 317 21
217 337 9
218 49 9
218 66 8
218 81 12
218 92 17
218 104 15
218 199 14
218 318 15
218 356 3
219 30 6
219 121 22
219 159 22
219 181 11
219 208 2
219 243 23
219 271 20
219 279 9
219 339 12
219 342 3
220 36 3
220 37 18
220 55 9
220 130 19
220 158 5
220 321 2
221 43 8
221 61 23
221 88 16
221 105 14
221 114 3
221 117 7
221 124 22
221 128 5
221 133 15
221 231 10
221 241 15
221 270 6
221 274 1
221 278 7
221 351 8
222 62 6
222 79 22
222 80 6
222 118 11
222 144 23
222 184 23
222 225 1
222 280 9
222 318 5
223 3 3
223 6 11
223 87 22
223 208 5
223 225 23
223 247 4
223 272 7
224 45 7
224 215 20
224 276 16
224 346 21
225 45 23
225 80 22
225 112 13
225 156 21
225 159 7
225 251 23
225 254 13
225 293 12
226 17 17
226 56 13
226 108 13
226 137 16
226 146 11
226 182 13
226 199 3
226 232 4
226 242 12
226 263 4
226 311 12
226 332 10
226 333 23
226 344 16
227 128 9
227 170 5
227 201 15
227 214 6
227 223 11
227 252 16
227 271 2
228 77 20
228 89 7
228 101 18
228 105 12
228 141 19
228 192 16
228 211 19
228 257 18
228 335 22
228 344 1
229 22 5
229 25 5
229 36 8
229 91 21
229 99 9
229 170 20
229 185 23
229 200 12
229 204 2
229 223 20
229 246 18
229 255 11
229 275 20
229 291 10
229 356 13
230 10 18
230 125 19
230 210 18
230 294 22
230 313 11
230 334 20
231 1 18
231 19 11
231 23 14
231 32 6
231 35 6
231 74 23
231 144 1
231 205 18
231 242 21
231 291 19
231 296 22
232 38 19
232 168 3
232 252 19
232 312 4
232 313 22
232 341 13
232 354 10
233 9 17
233 85 3
233 130 4
233 157 21
233 176 16
233 301 7
233 307 11
233 315 10
234 15 2
234 222 5
234 230 2
234 257 6
234 336 1
235 64 19
235 109 16
235 181 9
235 237 19
235 256 22
235 279 8
235 298 13
235 312 10
236 129 23
236 136 8
236 252 2
236 306 18
237 8 10
237 10 21
237 33 16
237 51 2
237 85 4
237 100 2
237 115 12
237 128 23
237 189 5
237 191 10
237 219 16
237 225 11
237 226 20
237 276 19
237 288 7
237 295 18
238 12 21
238 71 12
238 80 19
238 132 10
238 166 22
238 224 21
238 252 5
238 258 14
238 289 5
238 343 12
239 7 23
239 29 21
239 78 19
239 104 1
239 214 16
239 253 23
240 19 15
240 39 8
240 81 18
240 97 12
240 104 9
240 132 7
240 173 12
240 296 7
240 331 16
240 336 21
241 5 11
241 23 6
241 162 16
241 181 17
241 254 23
241 300 7
241 318 23
242 32 12
242 66 17
242 143 21
242 147 3
242 177 15
242 178 11
242 182 8
242 218 20
242 300 10
242 327 5
242 329 10
242 340 4
242 346 14
243 21 9
243 23 19
243 62 21
243 102 3
243 103 7
243 123 23
243 182 3
243 246 12
243 273 23
244 37 12
244 84 9
244 106 11
244 204 17
244 205 2
244 314 4
244 355 11
245 33 8
245 35 3
245 85 16
245 107 18
245 117 23
245 189 19
245 226 4
245 231 10
245 253 20
245 268 23
245 280 13
246 117 1
246 152 9
246 182 17
246 286 9
246 341 11
246 346 6
246 347 23
246 355 8
247 70 6
247 81 23
247 138 10
247 202 18
247 226 22
247 319 22
247 323 3
247 328 3
248 2 9
248 39 21
248 109 7
248 155 13
248 299 23
248 324 3
248 352 6
249 11 17
249 20 20
249 61 1
249 72 20
249 121 6
249 122 20
249 132 14
249 136 13
249 218 14
249 228 22
249 236 23
250 39 22
250 92 10
250 116 5
250 133 22
250 187 17
250 189 10
250 331 15
251 32 20
251 95 4
251 101 7
251 188 12
251 197 1
251 232 10
251 243 21
251 264 21
251 286 10
251 323 10
252 21 20
252 80 12
252 146 9
252 166 14
252 222 8
252 236 3
252 264 4
252 300 8
252 320 16
252 321 11
252 326 20
253 86 7
253 123 10
253 124 13
253 168 22
253 191 13
253 200 17
253 237 14
253 242 23
253 259 20
253 295 22
253 347 19
254 10 1
254 33 6
254 83 8
254 90 1
254 121 15
254 146 22
254 156 21
254 274 1
254 288 2
254 337 12
254 350 6
254 354 5
255 9 19
255 51 14
255 97 7
255 119 22
255 146 15
255 153 23
255 175 10
255 257 5
255 268 6
255 316 13
255 332 17
256 1 21
256 52 19
256 57 10
256 67 6
256 247 18
256 284 6
256 313 4
256 324 7
256 348 23
