1213 5257
71 282 6
71 566 8
71 861 11
71 932 17
72 152 5
72 182 3
72 292 6
72 598 22
72 932 19
72 991 5
72 1194 4
73 168 12
73 247 7
73 688 6
73 866 17
73 992 23
74 289 2
74 344 1
74 350 13
74 529 21
74 835 4
74 1199 7
75 667 19
75 740 12
75 847 16
75 904 1
75 1119 15
76 460 1
76 885 18
76 932 9
77 326 14
77 548 23
77 851 16
78 23 18
78 33 10
78 114 20
78 162 20
78 239 9
78 894 12
78 1135 9
79 546 7
79 769 9
79 857 14
80 114 7
80 398 14
80 469 8
80 475 6
80 541 16
80 552 2
80 661 18
80 880 13
81 41 6
81 383 18
81 785 2
81 967 11
81 1115 10
81 1120 3
81 1146 19
82 129 10
82 229 20
82 383 4
82 542 23
83 632 13
83 700 13
83 1048 12
84 520 22
84 560 3
84 814 2
84 953 1
85 158 14
85 284 11
85 298 7
85 775 22
85 1060 1
86 136 13
86 148 7
86 203 2
86 458 18
86 600 22
86 1010 4
87 239 6
87 468 5
87 539 3
89 43 23
89 180 6
89 272 7
89 539 10
89 688 2
89 1113 3
89 1170 19
90 106 15
90 210 23
90 353 13
90 540 4
90 606 13
91 235 18
91 719 19
91 915 15
91 1125 19
92 32 19
92 339 23
92 648 6
92 896 2
92 950 15
93 180 7
93 272 8
93 595 21
93 796 2
93 1143 2
94 285 13
94 425 5
94 751 7
94 760 17
94 1003 1
94 1065 7
95 304 17
95 393 8
95 395 10
95 449 12
96 37 10
96 87 22
96 90 4
96 567 3
96 783 11
96 876 1
96 1126 9
97 750 22
97 906 20
97 979 18
97 1177 18
98 60 9
98 147 17
98 510 17
98 683 5
98 745 2
99 605 17
99 695 12
99 1080 17
100 60 19
100 162 8
100 198 6
100 399 23
100 774 8
100 993 17
101 74 1
102 495 14
102 583 4
102 1078 8
103 235 17
103 249 15
103 314 11
103 383 16
103 634 12
104 378 7
104 796 20
104 1149 13
105 936 16
106 187 19
106 440 3
106 656 10
106 788 13
106 790 11
107 74 20
107 76 6
107 95 9
107 416 21
107 563 17
107 652 15
107 1119 8
107 1136 12
108 50 22
108 507 8
108 824 11
108 828 6
108 1038 18
109 134 5
109 535 14
110 522 15
110 975 6
111 82 7
111 159 23
111 215 10
111 313 16
111 546 12
111 665 17
111 733 13
112 571 1
112 777 3
112 934 8
112 1129 20
113 246 12
113 1052 14
113 1192 7
114 102 8
114 317 13
114 382 10
114 510 22
114 714 6
114 716 1
114 764 1
114 887 17
114 946 22
114 1095 8
115 84 22
115 530 21
115 811 19
115 1124 20
116 26 11
116 363 10
116 498 3
116 638 12
116 1110 9
119 115 6
119 520 4
120 64 14
120 70 22
120 163 16
120 381 8
120 775 1
120 813 17
120 1175 4
120 1205 6
121 364 1
121 509 11
121 539 7
121 561 14
121 624 20
121 1207 23
122 154 13
122 542 14
122 1148 23
123 1039 1
124 203 12
124 378 1
124 547 16
124 1190 9
125 5 19
125 570 12
125 600 14
125 657 22
125 1137 8
126 93 2
126 402 7
126 459 14
126 583 5
126 799 21
126 817 6
126 820 21
126 949 22
127 542 1
127 1069 14
127 1170 3
128 1198 23
129 12 9
129 133 7
129 606 7
129 1054 16
130 24 3
130 26 23
130 169 5
130 543 10
130 1065 22
130 1072 22
131 23 21
131 606 16
132 735 8
132 796 23
133 36 11
133 237 14
133 364 13
133 660 3
133 783 21
133 1087 14
134 55 9
135 236 5
135 520 13
135 763 23
135 1143 11
136 281 10
136 341 22
137 149 5
137 316 17
137 927 1
137 1074 4
138 357 2
138 380 7
138 741 4
138 836 11
138 971 3
138 1079 3
139 686 16
139 688 6
139 706 1
139 851 8
140 153 3
140 228 10
140 472 16
140 508 19
140 924 14
141 74 23
141 765 3
141 1091 16
142 85 20
142 241 10
142 256 19
142 884 19
142 898 22
142 1174 18
143 7 23
144 387 2
144 434 10
144 709 4
144 1029 13
144 1160 4
145 156 7
145 301 8
145 491 4
145 847 11
145 905 19
145 1029 23
146 98 7
146 602 5
146 627 5
146 1166 8
147 285 12
147 324 1
147 760 11
147 845 21
147 998 20
148 180 2
148 395 20
148 410 22
148 751 17
148 872 11
148 1164 2
148 1197 12
149 9 6
149 159 1
149 531 1
149 695 22
149 1114 2
150 203 4
150 406 2
150 525 8
150 654 2
150 782 2
150 1102 16
150 1135 5
150 1200 6
151 19 11
151 259 22
151 367 13
151 1047 15
151 1161 3
152 40 14
152 493 20
153 39 4
153 46 1
153 793 12
153 795 17
153 831 19
153 865 2
153 949 9
153 1154 13
154 208 12
154 233 10
154 378 18
154 519 11
154 606 4
154 1055 12
155 15 3
155 1208 23
156 285 16
156 457 4
156 688 7
156 879 17
157 154 23
157 279 22
157 721 15
158 212 5
158 247 9
158 707 13
158 732 17
159 114 17
159 453 10
160 13 1
160 111 14
160 296 7
160 607 19
160 824 2
161 100 23
161 164 14
161 179 3
161 416 2
161 664 20
162 312 9
162 502 5
162 946 15
163 314 13
163 440 9
163 506 20
163 907 16
163 1089 8
164 21 12
164 325 13
164 403 8
164 752 22
164 1060 12
165 31 7
165 139 8
165 602 17
165 1089 9
165 1133 20
165 1146 4
165 1212 3
166 86 6
166 441 22
166 663 16
166 738 12
167 31 17
167 39 11
167 44 5
167 369 7
167 684 7
167 859 23
167 1031 4
167 1108 9
167 1166 5
168 398 12
168 429 16
168 921 7
168 1128 8
168 1195 8
169 107 14
169 203 14
169 297 14
169 1085 21
169 1100 6
169 1106 3
169 1127 21
170 649 13
170 776 13
171 330 7
171 487 4
171 680 10
171 780 9
172 242 3
172 272 8
172 273 18
172 301 15
172 398 1
172 549 22
172 857 13
172 1036 2
172 1092 5
173 41 13
173 968 22
174 223 8
174 238 11
174 902 4
174 1133 23
175 256 17
175 607 5
175 838 1
175 845 1
175 1096 12
176 30 14
176 220 15
176 233 12
176 785 10
176 812 13
176 1026 1
177 593 22
177 1061 13
178 25 21
178 203 9
178 410 15
178 420 1
178 474 10
178 617 9
178 761 9
178 952 5
178 1091 7
179 169 21
179 338 6
179 359 5
179 562 4
179 698 21
179 996 6
179 1076 14
180 204 1
180 305 5
180 502 1
180 894 22
180 1185 5
181 252 1
181 665 11
181 1133 13
182 133 16
182 560 22
182 694 22
182 777 22
182 867 16
182 883 21
182 1002 11
183 27 8
183 73 23
183 77 2
183 321 8
183 371 9
183 438 4
183 776 16
183 935 13
184 487 4
184 900 7
184 994 12
184 1196 2
185 199 11
185 571 9
185 898 8
185 997 18
186 135 3
186 439 12
186 535 19
186 680 2
186 772 11
186 818 13
186 852 6
186 1113 23
187 60 22
187 270 21
187 523 21
187 629 14
187 730 7
187 1003 12
188 12 18
188 116 14
188 289 11
188 890 13
188 1012 21
188 1044 20
188 1077 16
190 180 7
190 266 9
190 357 13
190 1110 14
191 237 15
191 655 9
191 1078 18
192 2 23
192 59 16
192 583 6
193 58 3
193 402 21
193 487 18
193 987 21
195 96 2
195 332 2
195 676 20
196 62 1
196 103 23
196 323 17
196 510 16
196 830 8
197 1164 17
198 97 4
198 491 2
198 761 8
198 1132 9
199 243 15
199 803 22
199 888 22
200 108 1
200 159 23
200 720 1
200 1192 8
201 179 13
201 878 15
201 968 16
201 1113 1
202 45 15
202 570 2
202 695 23
202 736 11
202 848 22
203 125 18
203 275 2
203 299 1
203 433 13
203 666 21
203 672 18
203 837 12
204 6 8
205 396 10
205 418 13
205 470 1
205 1031 8
205 1075 15
205 1092 2
205 1145 10
206 83 23
206 406 18
206 898 8
206 1063 17
206 1078 17
206 1183 8
207 437 1
207 1132 23
207 1203 23
208 25 16
208 855 17
208 1054 8
208 1167 11
208 1195 16
209 130 18
209 285 10
209 509 4
209 530 13
209 896 4
209 1145 16
209 1190 10
210 26 21
210 166 22
211 554 11
212 244 2
212 928 11
213 309 5
213 1009 3
214 271 2
214 610 7
214 736 12
214 876 18
214 937 18
215 255 13
215 610 12
215 1195 11
216 338 14
216 495 12
217 214 10
217 506 13
217 575 22
217 589 3
217 596 14
217 691 9
217 927 12
218 573 2
218 622 12
218 868 16
219 278 14
219 529 15
219 594 8
219 1121 23
220 157 7
220 364 23
221 630 4
221 872 8
221 1136 11
222 890 9
222 1101 4
222 1145 6
222 1165 9
223 122 9
223 758 1
223 829 3
223 916 21
223 919 12
225 3 13
225 69 11
225 169 17
225 207 16
225 420 18
225 609 15
225 1194 12
226 18 8
226 363 1
226 444 23
226 487 10
226 914 6
226 1044 15
226 1146 23
226 1152 21
227 15 17
227 84 17
227 278 4
227 490 16
227 1161 20
228 20 5
228 1209 20
229 133 22
229 173 8
229 641 3
230 372 7
230 495 16
230 523 3
230 697 9
230 805 7
230 991 8
231 339 21
231 403 11
231 408 1
231 467 7
231 517 5
231 642 10
231 1086 18
231 1092 7
232 257 4
232 472 18
232 765 10
232 793 9
232 838 3
232 957 3
232 1086 6
233 26 19
233 244 19
233 600 9
233 694 12
234 96 10
234 344 13
234 696 8
234 877 2
234 976 14
234 1026 4
234 1194 9
235 323 23
235 431 23
235 457 17
235 909 6
235 1077 7
236 19 9
236 99 11
236 250 2
236 874 15
236 1025 15
237 124 11
237 147 4
237 208 15
237 319 14
237 385 21
237 783 1
237 1033 22
238 491 23
238 586 4
238 880 5
238 1021 13
239 232 16
239 316 7
239 832 18
239 961 19
239 985 14
240 441 19
240 571 21
240 669 4
240 982 23
240 1019 6
241 42 21
242 35 22
242 213 16
242 295 20
242 1159 23
243 100 1
243 214 7
243 434 1
243 596 10
243 963 16
243 1177 11
244 197 13
244 287 7
244 634 1
244 944 4
245 47 8
245 188 22
246 156 3
246 162 5
246 215 20
246 268 15
246 371 20
246 446 4
246 1039 9
247 603 16
247 993 17
248 463 5
249 338 7
249 673 14
249 721 21
249 1130 6
250 301 11
251 211 19
251 319 21
251 445 8
251 749 18
251 994 16
251 1121 14
251 1185 12
252 234 2
252 842 23
252 1155 22
253 1074 8
254 454 7
254 727 22
254 997 11
255 408 8
255 583 15
255 842 13
255 1206 12
256 174 11
256 193 22
256 534 8
256 581 8
256 1014 1
257 179 17
257 196 1
257 226 22
257 463 17
257 915 9
257 1010 19
258 68 22
258 333 19
258 554 15
258 614 20
258 1210 20
259 250 3
259 662 12
259 682 5
259 919 15
260 734 7
260 802 4
261 14 13
261 420 14
262 2 4
262 411 6
262 470 1
262 762 11
262 824 14
262 1127 7
262 1128 22
263 86 1
263 544 22
263 711 1
263 848 9
263 1033 23
264 203 17
264 331 3
264 397 21
264 473 5
264 533 5
264 577 17
264 738 3
265 49 18
265 101 2
265 125 22
265 287 14
265 869 21
265 894 4
265 1115 12
266 114 12
266 619 10
266 813 10
267 36 19
267 534 17
267 665 13
268 75 18
268 161 11
268 1053 1
269 189 8
269 418 12
269 754 16
269 1053 2
270 218 10
270 798 16
270 858 4
270 954 9
270 977 4
271 25 1
271 495 1
271 511 8
271 517 5
271 864 11
271 1042 10
272 420 22
272 923 12
272 942 3
272 1067 7
273 133 9
273 503 6
273 516 18
273 537 15
273 627 10
273 914 21
273 1192 4
274 345 20
274 626 11
274 942 21
275 147 8
275 553 5
275 688 22
276 387 19
276 555 20
276 1189 23
277 100 22
277 132 13
277 215 21
277 334 8
277 419 16
277 548 21
277 1155 2
278 203 23
278 383 19
278 411 12
278 435 9
278 436 12
278 589 23
278 872 11
278 1163 18
279 178 2
279 295 11
279 313 6
279 607 16
279 806 14
279 829 4
280 298 19
280 302 10
280 803 8
280 872 10
280 1046 11
280 1093 12
281 2 8
281 472 6
281 734 2
282 451 2
282 838 5
282 1011 14
283 197 22
283 822 6
283 937 23
283 1201 13
285 45 7
285 209 16
285 326 2
285 740 12
285 810 19
285 884 13
285 1067 11
285 1190 23
286 325 7
286 1028 6
286 1148 10
286 1161 7
286 1162 22
287 328 23
287 877 10
287 987 11
289 649 4
291 43 17
291 91 21
291 1052 14
292 185 22
292 196 22
292 264 14
292 522 23
292 941 23
293 123 18
293 578 8
293 723 15
293 851 17
293 884 1
293 970 21
294 318 17
294 366 17
294 375 23
294 938 5
294 1160 12
295 217 6
295 645 9
295 671 11
295 726 13
295 800 14
295 915 15
296 305 19
296 313 6
296 525 8
296 766 22
296 774 11
296 825 11
296 1148 9
297 34 8
297 367 2
297 466 1
297 964 23
298 44 15
298 98 17
298 211 17
298 344 3
298 358 1
298 802 8
298 1030 13
298 1086 19
299 130 23
299 723 6
299 728 12
300 52 22
300 232 10
300 321 17
300 771 21
300 778 18
300 1195 21
301 460 10
301 1058 8
301 1166 12
302 547 22
302 787 8
303 196 20
303 435 14
303 1027 18
304 840 1
304 934 22
304 1114 19
305 42 19
305 409 22
305 512 18
305 626 4
305 1014 16
305 1127 11
306 270 6
306 584 10
306 867 13
307 118 18
307 377 22
307 718 12
307 838 17
307 1096 4
308 35 4
308 585 3
308 976 20
308 979 1
308 1016 14
308 1066 18
309 96 5
309 285 16
309 461 23
309 629 20
309 687 23
309 729 19
309 803 11
309 1009 17
309 1026 14
310 50 3
310 107 12
310 186 9
310 317 19
310 771 23
310 932 13
311 260 11
311 301 11
311 365 12
311 1068 14
312 117 17
312 301 1
312 606 13
312 734 5
312 758 17
312 1018 10
313 800 2
313 981 14
313 1192 7
314 73 2
314 84 4
314 288 18
314 541 23
314 725 19
314 928 17
315 35 20
315 60 18
315 361 7
315 443 7
315 678 5
315 861 20
315 952 3
315 1038 16
315 1043 5
316 925 21
316 1111 10
317 269 11
317 508 8
317 771 20
318 718 23
318 755 16
318 808 7
319 198 23
319 275 22
319 569 11
319 634 10
319 668 8
320 9 6
320 162 23
320 442 8
320 591 7
320 856 4
321 508 2
321 619 7
321 673 16
321 910 19
321 985 3
321 1049 11
322 395 2
322 541 3
322 556 15
322 1198 15
323 279 5
323 635 2
323 859 13
324 96 3
324 182 11
324 431 1
324 505 4
324 795 1
324 976 17
326 216 13
326 301 7
326 365 10
326 754 5
326 815 11
326 856 19
326 1075 13
326 1158 16
326 1211 19
327 199 14
327 218 16
327 235 16
327 534 16
327 542 22
327 851 8
327 859 5
328 7 18
328 1017 12
329 189 23
329 436 14
329 840 4
330 282 14
330 326 13
330 433 22
330 570 3
330 665 15
331 31 9
331 975 3
331 1095 12
333 57 3
333 65 19
333 568 19
333 637 9
333 702 5
333 833 23
334 323 13
334 953 18
335 52 6
335 274 5
335 978 7
335 1006 20
335 1180 20
336 138 22
336 533 6
336 634 13
336 1091 23
337 43 10
337 127 1
337 280 12
337 380 9
337 642 15
337 929 9
337 1055 16
337 1063 4
338 197 7
338 390 18
338 401 12
338 424 9
338 523 15
338 769 17
338 839 11
339 667 4
339 1140 12
340 368 13
340 1057 3
341 36 12
341 40 2
341 74 20
341 316 11
341 736 23
341 962 3
341 1200 7
342 51 13
342 776 18
342 903 12
342 991 2
342 1103 11
343 313 15
343 603 3
343 907 22
343 1018 23
344 980 11
345 55 1
345 597 15
345 669 14
346 124 1
346 705 4
346 959 19
346 996 3
347 204 18
347 915 12
347 1198 7
347 1213 21
348 502 18
348 873 19
349 132 23
349 264 23
350 107 14
350 241 13
350 261 10
350 516 13
350 689 9
350 920 17
351 230 20
351 302 3
351 992 22
351 1009 21
352 51 8
352 1073 14
353 102 17
353 109 6
353 281 7
353 439 4
353 952 1
353 1143 22
354 222 11
354 636 1
354 707 2
354 821 6
354 942 4
354 1070 13
355 405 12
355 799 4
356 88 10
356 296 23
356 493 23
356 511 4
356 983 22
357 224 7
357 263 16
357 734 8
357 802 14
357 1040 19
357 1052 18
358 140 10
358 713 21
358 781 11
359 47 7
359 1042 5
359 1181 1
360 950 18
361 443 5
361 569 7
361 797 21
361 911 22
362 441 22
362 1000 3
362 1095 16
362 1197 23
363 15 2
363 101 19
363 523 6
364 227 7
364 273 23
364 761 16
364 1058 6
365 680 16
365 686 13
365 808 4
366 174 22
366 284 22
366 1040 6
366 1067 6
366 1112 17
367 544 23
367 1045 15
368 67 9
368 267 10
368 950 16
368 1169 7
369 117 4
369 889 10
369 1005 5
369 1044 5
370 425 1
370 445 3
370 608 3
370 671 3
370 960 19
370 994 20
370 1006 22
371 220 8
371 342 2
371 580 5
371 1185 1
372 284 11
372 340 11
372 505 10
372 654 23
372 812 8
373 19 3
373 331 22
373 344 13
373 354 8
373 656 9
373 697 7
373 754 23
373 859 17
373 904 10
373 926 9
373 1194 18
374 306 8
374 1011 18
375 236 22
375 442 12
375 479 12
376 203 19
376 866 14
377 87 9
377 384 14
377 481 10
378 435 7
378 485 15
378 691 12
378 875 11
378 1122 16
379 438 22
380 112 21
380 464 19
380 477 16
381 468 23
381 979 21
382 171 14
382 206 12
382 544 6
382 794 16
382 1014 12
382 1184 22
383 196 10
383 481 16
383 538 7
383 668 21
383 746 23
383 819 18
383 954 19
384 30 11
384 247 6
384 283 14
384 769 18
384 950 14
384 1002 21
384 1081 5
385 60 20
385 264 13
385 1052 10
385 1110 8
386 132 22
386 301 2
386 510 22
387 6 17
387 533 17
387 636 21
387 940 15
387 1016 1
388 512 4
388 808 14
389 1009 17
389 1014 9
390 157 12
390 894 20
390 1049 1
390 1087 18
391 79 17
391 174 17
391 272 12
391 382 6
391 698 4
391 1047 11
391 1057 14
392 305 22
392 517 2
392 633 11
392 961 20
392 1156 15
393 69 17
393 413 23
393 473 16
393 487 9
393 489 1
393 719 15
393 792 3
393 821 18
394 29 6
394 170 11
394 1006 12
394 1073 3
395 27 18
395 161 5
395 229 12
395 235 6
395 238 18
395 1085 6
395 1183 17
396 102 5
396 229 23
396 330 22
396 426 11
396 556 20
396 1188 9
397 283 18
397 687 12
397 744 4
397 822 5
398 297 8
398 535 19
398 562 16
398 670 7
398 790 11
398 888 1
398 1142 2
399 160 19
399 356 20
399 500 19
401 293 2
401 660 1
401 750 1
401 943 21
402 18 18
402 470 23
402 498 9
402 693 17
402 896 17
402 993 9
403 146 10
403 379 16
403 934 8
403 1110 2
404 631 3
404 871 21
404 918 11
404 975 20
405 802 10
405 883 14
406 186 18
406 377 11
406 413 3
406 511 4
406 575 18
406 883 14
406 978 5
406 1112 13
406 1183 9
407 258 18
407 401 2
407 479 4
407 603 19
407 779 2
407 786 2
407 1186 7
408 191 1
408 370 4
408 467 1
408 705 12
408 802 12
408 1158 4
409 52 4
409 85 13
409 263 6
409 379 23
409 386 11
409 420 16
409 427 13
409 447 20
409 970 23
410 178 1
410 298 1
410 502 3
410 573 5
411 282 12
411 371 10
411 387 3
411 543 1
411 658 18
411 973 20
411 1073 2
411 1082 16
411 1206 9
412 52 4
412 720 17
412 1011 16
413 43 21
413 740 20
413 856 16
413 858 9
413 924 9
413 930 13
413 1044 6
414 171 21
414 638 18
414 658 5
414 868 2
414 1100 4
414 1149 17
414 1172 15
414 1192 21
415 74 18
415 382 16
416 246 17
416 353 16
416 493 4
416 784 3
417 83 18
417 103 5
417 134 14
417 212 14
417 691 6
417 855 6
418 564 23
418 633 3
418 955 22
419 35 9
419 37 1
419 394 13
419 629 18
419 682 9
419 829 21
419 830 7
419 862 15
420 53 12
420 206 2
420 627 13
420 749 14
420 1047 22
420 1073 1
420 1109 5
421 1 19
421 276 12
421 684 20
421 856 12
422 230 4
422 314 1
422 513 14
422 568 21
422 817 22
422 828 22
423 109 5
423 405 4
424 439 4
424 464 4
424 779 7
424 1003 20
424 1089 6
425 138 1
425 275 9
425 487 23
425 1168 9
426 193 23
426 669 1
426 740 17
427 593 11
427 1198 19
427 1203 7
428 480 18
428 663 17
428 1005 7
429 6 23
429 569 13
429 999 18
429 1050 13
429 1112 18
430 138 15
430 411 7
430 885 9
430 968 12
430 1166 5
431 28 1
431 75 16
431 174 3
431 673 21
431 956 14
431 998 3
432 92 17
432 170 19
432 717 3
432 940 19
432 1072 13
433 536 5
433 545 18
433 555 13
434 20 22
434 45 6
434 196 8
434 498 22
434 503 23
434 535 18
434 705 22
434 1030 16
434 1053 7
434 1069 10
435 108 23
435 123 2
435 348 1
435 371 6
435 446 4
435 461 12
436 67 5
436 216 4
436 343 21
436 414 7
436 824 18
436 842 5
436 943 9
436 1050 12
436 1086 18
436 1146 5
437 307 7
437 361 7
437 598 9
437 709 2
438 105 13
438 798 7
438 856 1
438 905 14
438 978 5
439 209 17
439 513 8
439 1008 3
439 1037 4
439 1068 9
440 194 12
440 290 3
440 333 4
440 756 6
440 847 8
440 1197 7
441 77 11
441 144 6
441 245 4
441 296 9
441 988 12
441 1204 21
442 122 13
442 525 14
442 1174 3
443 816 7
443 901 18
443 971 4
444 122 7
444 439 21
444 694 22
444 1117 19
445 71 4
445 177 22
445 240 3
445 714 3
445 997 9
446 106 11
446 925 22
447 20 12
447 312 13
447 358 5
447 870 14
447 894 16
447 1093 10
448 53 16
448 249 16
448 290 21
448 588 15
448 948 13
448 1015 23
449 458 4
449 663 10
449 802 6
449 902 11
449 924 7
449 991 13
449 1195 23
450 148 10
450 434 13
450 914 20
450 948 8
450 978 3
450 1096 17
451 566 23
451 1103 5
452 229 13
452 431 8
452 466 9
452 702 12
453 186 14
453 518 21
454 254 10
454 392 21
454 996 13
455 128 13
455 328 13
455 453 5
455 517 10
455 785 22
455 898 17
455 916 3
456 185 19
456 799 21
456 1137 9
457 46 6
457 233 4
457 604 15
457 676 22
458 432 7
459 33 4
459 189 12
459 275 14
459 521 6
459 681 6
459 1005 7
459 1144 11
460 889 18
461 177 14
461 230 19
461 460 23
461 925 4
461 985 17
461 1113 3
461 1206 2
462 206 23
462 587 16
462 783 8
462 924 5
462 1200 19
462 1211 6
463 275 15
463 604 22
463 709 1
463 744 12
463 792 7
463 955 1
464 43 9
464 177 21
464 528 16
464 655 15
464 705 18
464 865 5
464 1041 22
464 1102 1
464 1166 4
465 84 5
465 413 11
465 504 15
465 727 13
466 8 23
466 61 15
466 445 16
466 571 10
466 884 17
466 1167 11
467 14 10
467 176 9
467 272 19
467 577 14
468 522 5
468 692 18
469 134 22
469 376 20
469 467 13
469 592 5
469 725 20
469 994 13
469 1208 13
470 26 17
470 1104 5
471 186 22
471 430 11
471 948 3
471 979 14
472 401 5
472 509 6
472 706 13
472 742 15
472 805 21
472 967 2
473 111 9
473 294 6
473 364 11
473 432 18
473 656 22
473 676 22
473 709 4
473 843 2
473 869 11
473 982 11
473 1044 23
474 29 22
474 501 10
474 777 13
474 1038 11
475 88 14
475 326 9
475 490 17
475 939 20
476 241 2
476 546 16
476 725 18
476 727 6
476 1085 18
476 1104 3
477 57 11
477 729 1
477 769 15
477 773 19
477 1005 15
477 1078 10
478 133 4
478 344 20
478 598 20
478 897 16
479 156 12
479 465 12
479 790 19
479 794 13
479 834 22
480 68 7
480 260 6
480 367 21
480 464 10
480 739 18
480 995 2
480 1087 23
481 899 20
481 1190 19
482 431 19
482 779 15
482 1059 11
482 1082 8
483 249 21
483 659 5
483 1069 4
484 227 2
484 427 22
484 450 18
484 482 14
484 554 13
484 1078 4
485 431 12
485 618 9
485 674 17
485 819 4
485 831 21
486 59 6
486 162 16
486 196 4
486 739 21
487 131 22
487 425 4
487 1069 18
487 1126 8
487 1198 15
488 368 14
488 687 1
488 782 12
488 827 9
488 851 14
488 1191 3
489 144 19
489 324 15
489 511 17
490 124 17
490 136 18
490 302 12
490 355 16
490 626 12
490 846 3
491 70 22
491 189 9
491 382 8
491 544 2
491 700 2
491 1042 5
491 1089 22
491 1187 1
492 98 20
492 606 19
492 847 22
492 1018 19
493 324 16
493 436 10
493 596 20
493 877 2
493 1149 23
495 182 15
495 460 13
495 1209 8
496 83 5
496 217 9
496 274 20
496 302 19
496 455 3
496 526 14
496 1013 13
497 271 8
497 360 23
497 703 18
497 858 4
497 886 21
497 1036 20
498 55 11
498 323 22
498 406 21
498 538 15
498 573 14
499 248 16
499 408 12
499 564 4
499 609 14
499 637 1
499 645 19
500 520 23
500 637 14
500 1152 20
501 187 23
501 244 5
501 386 3
501 492 1
501 496 9
502 232 12
502 997 21
502 1084 21
503 15 8
503 73 5
503 949 4
503 1085 15
504 310 4
504 355 21
504 380 13
504 876 1
505 121 11
505 510 23
505 1072 17
506 108 3
506 384 9
506 463 7
506 813 18
506 910 14
506 1034 10
507 24 8
507 65 14
507 70 23
507 303 1
507 440 4
507 524 13
507 800 17
507 979 9
508 305 16
508 333 18
508 468 11
