445 1177
82 283 20
83 235 22
83 243 19
83 417 14
84 403 20
85 19 16
85 36 3
85 136 15
85 226 5
86 13 16
86 235 17
86 352 5
87 391 10
88 118 11
88 177 2
88 332 19
88 350 5
88 351 22
88 424 20
88 430 18
88 431 19
89 123 6
90 119 20
90 304 9
90 421 16
90 427 12
91 165 1
91 336 4
91 342 10
92 60 1
92 306 6
92 397 23
93 66 17
93 118 18
93 242 14
94 173 13
94 225 11
94 350 10
94 439 21
95 437 15
96 119 2
96 192 9
96 303 13
96 327 6
97 428 19
99 93 14
99 194 1
99 197 23
99 380 7
99 400 14
100 58 11
100 61 2
100 83 13
100 432 2
101 154 11
101 298 22
102 89 13
102 196 5
102 207 2
103 17 16
103 47 5
103 193 1
103 298 16
103 350 21
104 24 19
104 167 23
104 222 5
105 403 6
106 17 9
106 92 2
107 261 14
107 295 4
108 198 4
108 209 20
108 298 9
108 400 22
109 106 10
109 151 3
109 256 16
110 23 10
110 79 16
110 155 20
110 193 12
110 250 22
110 299 21
110 331 16
111 6 20
111 118 11
111 290 20
111 358 15
111 380 3
112 24 18
112 42 16
112 224 12
112 302 16
113 1 5
113 112 11
113 118 14
113 206 4
113 212 19
114 255 15
114 292 11
115 104 23
115 163 13
115 221 7
115 249 2
115 375 11
116 76 10
116 89 5
116 265 20
117 130 20
118 285 14
119 31 17
119 47 8
120 133 13
121 50 14
121 80 17
121 119 9
121 168 18
121 353 7
122 56 1
122 109 15
122 146 1
122 182 10
123 176 3
123 192 16
124 19 14
127 14 8
127 311 6
127 362 11
129 28 3
129 34 15
129 100 21
129 302 19
129 390 4
130 2 4
130 36 21
130 223 8
131 44 13
131 408 19
132 243 5
132 262 9
132 288 9
132 325 21
133 38 10
133 83 21
133 279 5
133 321 20
134 234 1
135 86 17
135 242 3
135 403 18
136 91 8
136 219 4
136 257 4
136 397 4
137 371 19
137 437 11
138 5 11
138 127 19
138 205 21
139 259 8
139 267 4
140 227 12
140 268 3
140 278 1
140 355 15
141 107 17
142 221 8
142 230 21
143 80 6
143 302 6
143 437 1
145 93 15
145 224 20
145 274 10
146 107 6
146 125 2
146 285 7
147 11 6
147 91 18
148 51 9
148 339 23
148 350 19
148 415 6
149 54 20
149 114 22
149 181 19
149 264 1
149 361 4
150 118 14
150 211 21
151 46 11
151 241 11
152 201 9
152 371 7
153 317 11
153 391 17
153 434 18
154 114 18
154 293 15
155 34 23
155 82 1
155 259 15
155 287 8
156 188 20
158 48 18
158 54 14
159 53 15
159 57 18
159 115 13
159 243 3
160 185 21
160 195 7
160 399 15
160 437 3
161 84 3
161 115 8
161 378 21
162 158 4
163 55 11
163 89 5
163 219 18
163 264 15
164 67 15
164 142 21
164 356 21
165 67 2
165 258 14
165 320 9
165 330 14
165 380 22
166 440 3
167 121 8
167 202 7
167 406 10
168 146 21
168 167 19
168 228 17
168 283 13
168 381 13
168 397 1
168 411 9
169 125 10
169 173 7
169 190 1
169 257 7
170 152 3
170 188 8
170 295 4
171 112 23
171 170 12
172 366 9
172 427 18
173 226 3
174 67 23
174 232 9
174 425 23
175 61 19
176 341 16
177 142 3
177 403 9
178 179 9
179 426 5
179 438 10
180 121 15
180 171 8
181 189 7
181 376 10
182 243 2
182 406 19
183 22 17
183 210 19
183 355 22
184 15 20
184 19 2
184 105 22
184 214 3
184 270 21
185 62 23
185 185 1
185 238 21
185 288 11
186 127 9
186 166 9
186 360 13
186 386 2
187 108 17
187 166 6
187 190 14
187 230 3
187 414 8
188 222 16
189 83 11
189 91 6
189 113 2
189 360 3
190 143 14
190 189 9
191 282 6
192 22 9
192 157 21
193 18 16
193 40 4
193 116 19
193 160 13
194 275 22
194 344 11
195 101 9
195 314 19
195 322 10
195 348 9
196 232 16
196 323 20
197 28 11
197 153 18
197 234 3
197 430 13
198 345 11
199 31 9
199 66 3
199 240 14
199 358 10
200 413 19
201 368 18
202 340 10
203 58 14
203 72 20
203 176 23
203 232 22
204 113 20
204 379 2
206 236 20
206 244 6
207 172 22
207 280 9
208 107 12
208 148 20
208 302 20
209 74 21
210 149 15
210 179 23
210 426 6
211 11 2
211 99 14
211 217 11
212 34 19
212 91 16
212 226 23
213 42 1
213 332 18
213 357 19
213 360 8
213 408 22
213 421 8
214 149 2
214 209 8
214 288 22
214 431 16
215 104 1
215 173 14
215 328 6
216 46 2
216 199 10
216 210 11
216 321 23
217 44 13
217 71 23
217 146 13
217 232 9
217 395 14
217 438 4
218 299 8
219 137 13
220 109 22
220 168 21
220 247 23
220 386 12
221 22 8
221 181 16
221 204 12
221 267 2
221 367 12
221 382 19
221 428 23
223 146 13
223 167 20
223 181 1
223 410 5
224 19 6
225 29 1
226 75 19
226 336 11
227 413 2
227 435 5
228 172 16
228 333 18
228 412 11
229 345 15
230 270 7
230 371 19
230 418 5
231 102 5
231 436 21
233 117 11
234 6 3
234 71 12
234 343 11
235 167 14
235 358 19
235 365 3
236 238 19
236 441 15
237 48 8
237 334 14
237 396 8
238 137 21
238 225 5
238 430 9
239 22 2
239 342 4
239 424 9
240 42 20
240 444 15
241 177 5
242 7 19
242 287 7
242 361 22
243 97 6
243 347 15
243 380 6
244 104 19
244 239 13
245 198 4
245 254 10
245 318 23
245 368 23
246 165 21
246 274 10
246 384 8
247 46 11
247 256 7
247 384 3
248 13 2
248 389 14
249 167 11
250 34 3
250 179 11
250 298 9
250 321 11
250 388 7
250 392 12
250 394 20
251 71 3
251 193 20
252 52 1
253 304 15
254 98 3
254 325 16
255 16 21
255 175 11
255 253 15
255 269 10
256 124 23
256 141 18
256 166 19
257 47 23
257 413 18
258 3 10
258 172 3
259 21 19
259 85 20
259 99 9
260 66 21
260 178 15
260 230 17
260 416 2
261 163 18
262 246 4
263 109 10
263 137 5
264 441 10
266 273 22
266 302 18
266 380 7
267 14 12
267 64 12
267 74 21
267 152 15
267 178 5
267 298 12
267 354 19
268 22 19
268 366 15
268 441 19
269 336 8
271 2 10
271 203 12
271 385 2
272 12 20
272 110 8
272 312 14
272 322 10
272 374 11
273 141 11
273 170 2
273 226 4
273 409 13
274 32 19
274 150 7
274 155 16
274 224 17
274 382 11
274 409 8
275 43 12
275 94 11
276 111 20
276 172 23
276 305 2
276 326 5
276 359 4
277 146 14
278 34 23
278 295 17
278 397 22
279 209 12
279 291 1
279 314 9
280 109 23
280 120 19
282 39 22
282 296 2
283 36 9
283 117 8
283 125 12
283 182 13
283 275 3
283 278 15
284 26 19
284 345 15
285 13 15
285 353 12
286 131 9
287 257 19
288 7 19
288 19 20
288 103 6
288 321 9
288 373 13
289 61 8
289 70 13
289 199 11
289 358 15
290 97 13
290 116 4
290 127 13
290 138 1
290 185 21
290 190 15
290 217 18
291 91 16
291 185 7
292 54 19
292 266 18
293 61 15
293 309 1
294 39 7
295 52 11
295 137 9
295 367 20
296 171 3
297 104 23
298 173 8
298 186 11
298 209 13
299 48 20
299 80 1
299 301 12
300 188 6
300 414 13
301 5 19
301 178 12
302 182 17
302 205 4
302 413 1
302 427 20
303 259 17
303 305 19
304 95 17
304 247 2
304 331 7
304 352 3
305 197 9
306 35 19
306 139 20
307 2 17
307 58 19
308 61 21
308 120 4
308 128 4
308 439 17
309 212 23
309 244 20
309 393 18
310 69 10
310 136 3
310 359 8
311 431 4
312 181 15
312 193 13
312 241 11
312 300 4
312 317 2
313 120 4
313 145 8
313 259 19
313 281 18
313 328 18
314 88 8
314 343 5
314 351 19
315 101 14
315 147 8
315 400 21
316 162 9
317 31 21
317 204 14
317 242 21
317 395 12
318 14 12
318 192 18
318 377 5
320 29 11
320 36 9
320 65 16
320 138 15
320 314 11
321 56 1
321 74 18
321 137 19
321 262 7
322 228 22
323 26 23
323 257 2
323 379 3
323 422 7
324 190 21
324 360 20
324 375 18
325 75 22
325 404 1
326 198 7
326 245 13
327 2 2
327 329 5
327 376 15
327 420 17
328 55 12
328 324 13
329 64 5
329 269 23
330 79 1
330 155 4
331 58 11
331 221 9
331 275 19
331 415 19
332 35 14
332 233 19
332 320 7
333 339 9
334 30 3
334 130 6
334 263 2
335 245 21
335 251 2
336 98 2
336 265 18
337 55 15
337 279 19
337 290 17
337 407 9
338 55 3
338 63 23
338 65 11
338 91 1
339 19 8
339 296 4
339 355 12
340 104 14
340 145 8
340 298 6
341 268 15
341 330 5
342 138 10
342 219 17
342 222 1
342 423 5
343 133 1
343 204 13
344 129 11
344 216 10
345 30 15
345 75 10
345 133 5
348 79 7
348 324 11
348 395 7
348 437 1
349 72 2
349 213 2
350 6 11
350 407 11
352 146 21
352 245 4
353 106 15
354 340 15
355 86 12
356 105 12
356 113 21
356 209 2
356 341 13
357 164 3
357 204 10
357 367 18
358 103 6
358 125 4
358 197 18
358 287 4
358 335 4
358 350 7
358 367 14
359 78 7
359 423 16
360 45 18
360 74 12
360 148 22
361 175 5
362 167 18
362 183 16
362 328 1
363 264 13
363 299 21
364 103 5
364 125 5
364 160 1
364 182 19
364 184 19
365 49 6
365 84 7
365 232 10
365 379 2
366 2 19
366 96 6
366 253 11
366 272 13
367 126 11
367 228 14
368 169 1
369 100 14
369 252 12
369 431 2
370 139 22
370 157 12
370 304 17
371 233 16
371 395 17
372 84 9
372 369 14
373 182 11
373 218 1
373 316 8
374 392 18
374 404 15
374 416 12
374 431 16
375 64 10
375 103 7
375 238 11
375 256 15
375 263 7
375 286 21
376 58 16
376 88 20
376 158 3
376 313 4
377 24 3
377 77 8
377 147 11
377 195 4
377 299 21
377 440 16
377 441 5
378 255 13
379 16 5
379 108 15
379 115 5
379 258 21
380 129 23
380 364 13
380 426 3
381 2 17
381 71 20
381 209 20
381 404 9
381 427 9
382 192 12
382 423 18
383 333 9
384 244 16
385 60 9
385 126 16
385 154 7
385 292 19
385 336 6
386 142 4
386 290 16
386 354 8
387 80 11
387 223 20
387 300 5
387 405 2
388 78 13
388 80 3
388 197 15
388 285 17
388 339 11
388 351 13
388 354 14
389 72 10
390 319 2
390 364 16
391 46 21
391 369 22
393 151 6
393 163 6
394 112 1
394 156 11
394 255 23
396 355 9
398 212 21
398 229 2
398 342 18
398 360 21
399 311 20
399 369 23
399 388 1
400 62 6
400 170 2
400 388 5
401 194 3
401 395 23
402 9 7
402 172 15
402 318 20
402 377 15
402 420 8
403 50 7
403 147 4
403 188 15
403 418 11
404 228 6
405 80 2
405 311 8
406 115 21
406 144 1
406 170 13
406 410 21
407 24 6
407 72 6
407 378 6
407 390 3
408 192 7
408 215 18
408 231 23
409 83 21
409 381 17
410 46 18
410 354 3
411 12 12
411 348 22
412 136 22
412 359 12
413 357 22
413 444 13
414 228 2
414 306 13
414 324 14
415 244 8
415 382 11
415 386 23
415 390 12
415 394 10
416 300 18
416 357 19
417 222 7
418 46 18
418 203 2
418 249 21
418 262 23
418 444 7
420 18 20
420 61 19
420 239 8
421 20 14
421 58 19
421 185 5
421 272 2
421 324 13
422 101 1
422 133 7
423 14 5
423 219 17
423 248 12
424 400 4
425 60 6
425 214 13
425 215 16
425 328 14
426 125 15
426 201 20
427 50 7
427 119 3
427 125 6
427 443 1
428 184 22
428 341 12
429 93 18
429 284 17
429 294 3
430 208 12
430 337 1
431 292 23
431 314 7
431 391 2
432 82 7
433 293 2
433 298 6
434 114 8
434 383 8
434 412 23
435 113 9
435 272 13
436 55 16
436 152 20
436 196 10
436 380 16
437 31 10
437 215 19
437 326 23
438 108 1
439 116 16
439 160 6
439 308 20
439 405 21
440 71 6
440 88 12
440 174 4
440 214 17
440 218 6
442 89 6
442 133 5
443 97 23
443 140 22
443 277 6
444 74 1
444 255 6
444 339 1
444 372 23
